sequence,seq_type,method,pair,baseline_idx,ratio,num_matches,num_correct,num_ground_truth
i_indiana,illumination,sift,1_2,2,0.99,4797,928,2698
i_indiana,illumination,sift,1_3,3,0.5,75,73,2660
i_indiana,illumination,sift,1_3,3,0.55,99,96,2660
i_indiana,illumination,sift,1_3,3,0.6,142,137,2660
i_indiana,illumination,sift,1_3,3,0.65,215,208,2660
i_indiana,illumination,sift,1_3,3,0.7,296,274,2660
i_indiana,illumination,sift,1_3,3,0.75,375,327,2660
i_indiana,illumination,sift,1_3,3,0.8,516,402,2660
i_indiana,illumination,sift,1_3,3,0.85,746,478,2660
i_indiana,illumination,sift,1_3,3,0.9,1254,563,2660
i_indiana,illumination,sift,1_3,3,0.95,2508,644,2660
i_indiana,illumination,sift,1_3,3,0.99,4818,711,2660
i_indiana,illumination,sift,1_4,4,0.5,30,27,2507
i_indiana,illumination,sift,1_4,4,0.55,44,41,2507
i_indiana,illumination,sift,1_4,4,0.6,63,58,2507
i_indiana,illumination,sift,1_4,4,0.65,97,88,2507
i_indiana,illumination,sift,1_4,4,0.7,148,127,2507
i_indiana,illumination,sift,1_4,4,0.75,222,176,2507
i_indiana,illumination,sift,1_4,4,0.8,335,223,2507
i_indiana,illumination,sift,1_4,4,0.85,549,270,2507
i_indiana,illumination,sift,1_4,4,0.9,1093,335,2507
i_indiana,illumination,sift,1_4,4,0.95,2411,397,2507
i_indiana,illumination,sift,1_4,4,0.99,4778,446,2507
i_indiana,illumination,sift,1_5,5,0.5,19,17,2479
i_indiana,illumination,sift,1_5,5,0.55,28,26,2479
i_indiana,illumination,sift,1_5,5,0.6,47,42,2479
i_indiana,illumination,sift,1_5,5,0.65,79,69,2479
i_indiana,illumination,sift,1_5,5,0.7,113,95,2479
i_indiana,illumination,sift,1_5,5,0.75,176,129,2479
i_indiana,illumination,sift,1_5,5,0.8,268,157,2479
i_indiana,illumination,sift,1_5,5,0.85,480,199,2479
i_indiana,illumination,sift,1_5,5,0.9,962,250,2479
i_indiana,illumination,sift,1_5,5,0.95,2345,314,2479
i_indiana,illumination,sift,1_5,5,0.99,4757,367,2479
i_indiana,illumination,sift,1_6,6,0.5,10,9,2450
i_indiana,illumination,sift,1_6,6,0.55,18,16,2450
i_indiana,illumination,sift,1_6,6,0.6,32,29,2450
i_indiana,illumination,sift,1_6,6,0.65,49,44,2450
i_indiana,illumination,sift,1_6,6,0.7,78,64,2450
i_indiana,illumination,sift,1_6,6,0.75,112,86,2450
i_indiana,illumination,sift,1_6,6,0.8,198,117,2450
i_indiana,illumination,sift,1_6,6,0.85,408,152,2450
i_indiana,illumination,sift,1_6,6,0.9,921,196,2450
i_indiana,illumination,sift,1_6,6,0.95,2183,241,2450
i_indiana,illumination,sift,1_6,6,0.99,4680,285,2450
i_indiana,illumination,orb,1_2,2,0.5,57,56,1361
i_indiana,illumination,orb,1_2,2,0.55,75,73,1361
i_indiana,illumination,orb,1_2,2,0.6,116,113,1361
i_indiana,illumination,orb,1_2,2,0.65,150,145,1361
i_indiana,illumination,orb,1_2,2,0.7,204,192,1361
i_indiana,illumination,orb,1_2,2,0.75,255,230,1361
i_indiana,illumination,orb,1_2,2,0.8,337,283,1361
i_indiana,illumination,orb,1_2,2,0.85,431,326,1361
i_indiana,illumination,orb,1_2,2,0.9,661,398,1361
i_indiana,illumination,orb,1_2,2,0.95,1077,484,1361
i_indiana,illumination,orb,1_2,2,0.99,1823,552,1361
i_indiana,illumination,orb,1_3,3,0.5,29,28,1293
i_indiana,illumination,orb,1_3,3,0.55,38,37,1293
i_indiana,illumination,orb,1_3,3,0.6,49,47,1293
i_indiana,illumination,orb,1_3,3,0.65,67,62,1293
i_indiana,illumination,orb,1_3,3,0.7,100,90,1293
i_indiana,illumination,orb,1_3,3,0.75,135,115,1293
i_indiana,illumination,orb,1_3,3,0.8,199,150,1293
i_indiana,illumination,orb,1_3,3,0.85,323,196,1293
i_indiana,illumination,orb,1_3,3,0.9,572,259,1293
i_indiana,illumination,orb,1_3,3,0.95,1043,322,1293
i_indiana,illumination,orb,1_3,3,0.99,1816,375,1293
i_indiana,illumination,orb,1_4,4,0.5,9,9,1055
i_indiana,illumination,orb,1_4,4,0.55,12,12,1055
i_indiana,illumination,orb,1_4,4,0.6,17,17,1055
i_indiana,illumination,orb,1_4,4,0.65,23,22,1055
i_indiana,illumination,orb,1_4,4,0.7,32,27,1055
i_indiana,illumination,orb,1_4,4,0.75,48,35,1055
i_indiana,illumination,orb,1_4,4,0.8,105,59,1055
i_indiana,illumination,orb,1_4,4,0.85,195,85,1055
i_indiana,illumination,orb,1_4,4,0.9,409,105,1055
i_indiana,illumination,orb,1_4,4,0.95,933,132,1055
i_indiana,illumination,orb,1_4,4,0.99,1777,169,1055
i_indiana,illumination,orb,1_5,5,0.5,2,2,916
i_indiana,illumination,orb,1_5,5,0.55,3,3,916
i_indiana,illumination,orb,1_5,5,0.6,5,5,916
i_indiana,illumination,orb,1_5,5,0.65,8,8,916
i_indiana,illumination,orb,1_5,5,0.7,19,17,916
i_indiana,illumination,orb,1_5,5,0.75,28,19,916
i_indiana,illumination,orb,1_5,5,0.8,57,27,916
i_indiana,illumination,orb,1_5,5,0.85,158,39,916
i_indiana,illumination,orb,1_5,5,0.9,369,60,916
i_indiana,illumination,orb,1_5,5,0.95,876,80,916
i_indiana,illumination,orb,1_5,5,0.99,1770,110,916
i_indiana,illumination,orb,1_6,6,0.5,0,0,836
i_indiana,illumination,orb,1_6,6,0.55,0,0,836
i_indiana,illumination,orb,1_6,6,0.6,4,1,836
i_indiana,illumination,orb,1_6,6,0.65,4,1,836
i_indiana,illumination,orb,1_6,6,0.7,14,7,836
i_indiana,illumination,orb,1_6,6,0.75,30,9,836
i_indiana,illumination,orb,1_6,6,0.8,64,11,836
i_indiana,illumination,orb,1_6,6,0.85,140,15,836
i_indiana,illumination,orb,1_6,6,0.9,350,23,836
i_indiana,illumination,orb,1_6,6,0.95,856,47,836
i_indiana,illumination,orb,1_6,6,0.99,1785,61,836
i_kions,illumination,sift,1_2,2,0.5,19,18,999
i_kions,illumination,sift,1_2,2,0.55,32,29,999
i_kions,illumination,sift,1_2,2,0.6,44,39,999
i_kions,illumination,sift,1_2,2,0.65,67,58,999
i_kions,illumination,sift,1_2,2,0.7,104,83,999
i_kions,illumination,sift,1_2,2,0.75,162,113,999
i_kions,illumination,sift,1_2,2,0.8,244,145,999
i_kions,illumination,sift,1_2,2,0.85,371,181,999
i_kions,illumination,sift,1_2,2,0.9,587,232,999
i_kions,illumination,sift,1_2,2,0.95,1040,268,999
i_kions,illumination,sift,1_2,2,0.99,1802,303,999
i_kions,illumination,sift,1_3,3,0.5,27,20,959
i_kions,illumination,sift,1_3,3,0.55,41,31,959
i_kions,illumination,sift,1_3,3,0.6,63,46,959
i_kions,illumination,sift,1_3,3,0.65,83,56,959
i_kions,illumination,sift,1_3,3,0.7,125,75,959
i_kions,illumination,sift,1_3,3,0.75,170,88,959
i_kions,illumination,sift,1_3,3,0.8,248,109,959
i_kions,illumination,sift,1_3,3,0.85,365,134,959
i_kions,illumination,sift,1_3,3,0.9,576,160,959
i_kions,illumination,sift,1_3,3,0.95,1078,194,959
i_kions,illumination,sift,1_3,3,0.99,1821,223,959
i_kions,illumination,sift,1_4,4,0.5,1,1,444
i_kions,illumination,sift,1_4,4,0.55,1,1,444
i_kions,illumination,sift,1_4,4,0.6,10,4,444
i_kions,illumination,sift,1_4,4,0.65,19,8,444
i_kions,illumination,sift,1_4,4,0.7,37,14,444
i_kions,illumination,sift,1_4,4,0.75,75,22,444
i_kions,illumination,sift,1_4,4,0.8,128,28,444
i_kions,illumination,sift,1_4,4,0.85,217,31,444
i_kions,illumination,sift,1_4,4,0.9,436,42,444
i_kions,illumination,sift,1_4,4,0.95,902,49,444
i_kions,illumination,sift,1_4,4,0.99,1778,61,444
i_kions,illumination,sift,1_5,5,0.5,2,2,386
i_kions,illumination,sift,1_5,5,0.55,4,3,386
i_kions,illumination,sift,1_5,5,0.6,7,5,386
i_kions,illumination,sift,1_5,5,0.65,17,13,386
i_kions,illumination,sift,1_5,5,0.7,33,17,386
i_kions,illumination,sift,1_5,5,0.75,64,24,386
i_kions,illumination,sift,1_5,5,0.8,126,30,386
i_kions,illumination,sift,1_5,5,0.85,236,36,386
i_kions,illumination,sift,1_5,5,0.9,450,46,386
i_kions,illumination,sift,1_5,5,0.95,913,53,386
i_kions,illumination,sift,1_5,5,0.99,1768,60,386
i_kions,illumination,sift,1_6,6,0.5,12,11,1010
i_kions,illumination,sift,1_6,6,0.55,22,17,1010
i_kions,illumination,sift,1_6,6,0.6,31,24,1010
i_kions,illumination,sift,1_6,6,0.65,47,33,1010
i_kions,illumination,sift,1_6,6,0.7,74,50,1010
i_kions,illumination,sift,1_6,6,0.75,111,61,1010
i_kions,illumination,sift,1_6,6,0.8,180,79,1010
i_kions,illumination,sift,1_6,6,0.85,298,93,1010
i_kions,illumination,sift,1_6,6,0.9,527,118,1010
i_kions,illumination,sift,1_6,6,0.95,1036,147,1010
i_kions,illumination,sift,1_6,6,0.99,1780,174,1010
i_kions,illumination,orb,1_2,2,0.5,7,5,1156
i_kions,illumination,orb,1_2,2,0.55,14,9,1156
i_kions,illumination,orb,1_2,2,0.6,25,16,1156
i_kions,illumination,orb,1_2,2,0.65,37,22,1156
i_kions,illumination,orb,1_2,2,0.7,56,33,1156
i_kions,illumination,orb,1_2,2,0.75,94,51,1156
i_kions,illumination,orb,1_2,2,0.8,163,74,1156
i_kions,illumination,orb,1_2,2,0.85,314,111,1156
i_kions,illumination,orb,1_2,2,0.9,550,142,1156
i_kions,illumination,orb,1_2,2,0.95,1052,191,1156
i_kions,illumination,orb,1_2,2,0.99,1794,225,1156
i_kions,illumination,orb,1_3,3,0.5,6,6,1394
i_kions,illumination,orb,1_3,3,0.55,8,8,1394
i_kions,illumination,orb,1_3,3,0.6,13,11,1394
i_kions,illumination,orb,1_3,3,0.65,26,18,1394
i_kions,illumination,orb,1_3,3,0.7,53,31,1394
i_kions,illumination,orb,1_3,3,0.75,95,47,1394
i_kions,illumination,orb,1_3,3,0.8,152,61,1394
i_kions,illumination,orb,1_3,3,0.85,279,85,1394
i_kions,illumination,orb,1_3,3,0.9,533,118,1394
i_kions,illumination,orb,1_3,3,0.95,1025,171,1394
i_kions,illumination,orb,1_3,3,0.99,1779,219,1394
i_kions,illumination,orb,1_4,4,0.5,6,4,1367
i_kions,illumination,orb,1_4,4,0.55,8,5,1367
i_kions,illumination,orb,1_4,4,0.6,13,8,1367
i_kions,illumination,orb,1_4,4,0.65,28,18,1367
i_kions,illumination,orb,1_4,4,0.7,45,28,1367
i_kions,illumination,orb,1_4,4,0.75,74,39,1367
i_kions,illumination,orb,1_4,4,0.8,139,60,1367
i_kions,illumination,orb,1_4,4,0.85,253,70,1367
i_kions,illumination,orb,1_4,4,0.9,496,100,1367
i_kions,illumination,orb,1_4,4,0.95,1008,139,1367
i_kions,illumination,orb,1_4,4,0.99,1784,176,1367
i_kions,illumination,orb,1_5,5,0.5,5,3,1377
i_kions,illumination,orb,1_5,5,0.55,10,5,1377
i_kions,illumination,orb,1_5,5,0.6,14,9,1377
i_kions,illumination,orb,1_5,5,0.65,20,13,1377
i_kions,illumination,orb,1_5,5,0.7,45,31,1377
i_kions,illumination,orb,1_5,5,0.75,81,46,1377
i_kions,illumination,orb,1_5,5,0.8,147,64,1377
i_kions,illumination,orb,1_5,5,0.85,276,88,1377
i_kions,illumination,orb,1_5,5,0.9,484,102,1377
i_kions,illumination,orb,1_5,5,0.95,986,147,1377
i_kions,illumination,orb,1_5,5,0.99,1789,176,1377
i_kions,illumination,orb,1_6,6,0.5,3,3,1343
i_kions,illumination,orb,1_6,6,0.55,5,5,1343
i_kions,illumination,orb,1_6,6,0.6,14,13,1343
i_kions,illumination,orb,1_6,6,0.65,30,24,1343
i_kions,illumination,orb,1_6,6,0.7,51,35,1343
i_kions,illumination,orb,1_6,6,0.75,82,47,1343
i_kions,illumination,orb,1_6,6,0.8,140,63,1343
i_kions,illumination,orb,1_6,6,0.85,273,91,1343
i_kions,illumination,orb,1_6,6,0.9,526,120,1343
i_kions,illumination,orb,1_6,6,0.95,1010,165,1343
i_kions,illumination,orb,1_6,6,0.99,1796,205,1343
i_ktirio,illumination,sift,1_2,2,0.5,704,671,1307
i_ktirio,illumination,sift,1_2,2,0.55,774,729,1307
i_ktirio,illumination,sift,1_2,2,0.6,826,776,1307
i_ktirio,illumination,sift,1_2,2,0.65,887,818,1307
i_ktirio,illumination,sift,1_2,2,0.7,963,864,1307
i_ktirio,illumination,sift,1_2,2,0.75,1027,891,1307
i_ktirio,illumination,sift,1_2,2,0.8,1108,929,1307
i_ktirio,illumination,sift,1_2,2,0.85,1213,960,1307
i_ktirio,illumination,sift,1_2,2,0.9,1329,984,1307
i_ktirio,illumination,sift,1_2,2,0.95,1522,1003,1307
i_ktirio,illumination,sift,1_2,2,0.99,1767,1017,1307
i_ktirio,illumination,sift,1_3,3,0.5,68,57,908
i_ktirio,illumination,sift,1_3,3,0.55,92,76,908
i_ktirio,illumination,sift,1_3,3,0.6,130,100,908
i_ktirio,illumination,sift,1_3,3,0.65,156,113,908
i_ktirio,illumination,sift,1_3,3,0.7,207,136,908
i_ktirio,illumination,sift,1_3,3,0.75,262,152,908
i_ktirio,illumination,sift,1_3,3,0.8,328,171,908
i_ktirio,illumination,sift,1_3,3,0.85,470,204,908
i_ktirio,illumination,sift,1_3,3,0.9,693,236,908
i_ktirio,illumination,sift,1_3,3,0.95,1085,261,908
i_ktirio,illumination,sift,1_3,3,0.99,1637,274,908
i_ktirio,illumination,sift,1_4,4,0.5,11,11,667
i_ktirio,illumination,sift,1_4,4,0.55,20,17,667
i_ktirio,illumination,sift,1_4,4,0.6,30,22,667
i_ktirio,illumination,sift,1_4,4,0.65,50,33,667
i_ktirio,illumination,sift,1_4,4,0.7,81,40,667
i_ktirio,illumination,sift,1_4,4,0.75,119,48,667
i_ktirio,illumination,sift,1_4,4,0.8,195,64,667
i_ktirio,illumination,sift,1_4,4,0.85,306,74,667
i_ktirio,illumination,sift,1_4,4,0.9,529,89,667
i_ktirio,illumination,sift,1_4,4,0.95,981,101,667
i_ktirio,illumination,sift,1_4,4,0.99,1593,116,667
i_ktirio,illumination,sift,1_5,5,0.5,47,41,888
i_ktirio,illumination,sift,1_5,5,0.55,60,50,888
i_ktirio,illumination,sift,1_5,5,0.6,87,68,888
i_ktirio,illumination,sift,1_5,5,0.65,105,77,888
i_ktirio,illumination,sift,1_5,5,0.7,138,99,888
i_ktirio,illumination,sift,1_5,5,0.75,193,114,888
i_ktirio,illumination,sift,1_5,5,0.8,265,133,888
i_ktirio,illumination,sift,1_5,5,0.85,380,160,888
i_ktirio,illumination,sift,1_5,5,0.9,595,185,888
i_ktirio,illumination,sift,1_5,5,0.95,1016,208,888
i_ktirio,illumination,sift,1_5,5,0.99,1619,228,888
i_ktirio,illumination,sift,1_6,6,0.5,13,10,596
i_ktirio,illumination,sift,1_6,6,0.55,18,13,596
i_ktirio,illumination,sift,1_6,6,0.6,33,19,596
i_ktirio,illumination,sift,1_6,6,0.65,51,23,596
i_ktirio,illumination,sift,1_6,6,0.7,80,26,596
i_ktirio,illumination,sift,1_6,6,0.75,124,32,596
i_ktirio,illumination,sift,1_6,6,0.8,195,44,596
i_ktirio,illumination,sift,1_6,6,0.85,334,52,596
i_ktirio,illumination,sift,1_6,6,0.9,529,60,596
i_ktirio,illumination,sift,1_6,6,0.95,939,71,596
i_ktirio,illumination,sift,1_6,6,0.99,1614,78,596
i_ktirio,illumination,orb,1_2,2,0.5,1291,1282,1944
i_ktirio,illumination,orb,1_2,2,0.55,1354,1340,1944
i_ktirio,illumination,orb,1_2,2,0.6,1399,1383,1944
i_ktirio,illumination,orb,1_2,2,0.65,1457,1435,1944
i_ktirio,illumination,orb,1_2,2,0.7,1500,1468,1944
i_ktirio,illumination,orb,1_2,2,0.75,1544,1495,1944
i_ktirio,illumination,orb,1_2,2,0.8,1606,1531,1944
i_ktirio,illumination,orb,1_2,2,0.85,1673,1565,1944
i_ktirio,illumination,orb,1_2,2,0.9,1739,1590,1944
i_ktirio,illumination,orb,1_2,2,0.95,1838,1620,1944
i_ktirio,illumination,orb,1_2,2,0.99,1951,1652,1944
i_ktirio,illumination,orb,1_3,3,0.5,45,42,1471
i_ktirio,illumination,orb,1_3,3,0.55,71,63,1471
i_ktirio,illumination,orb,1_3,3,0.6,102,90,1471
i_ktirio,illumination,orb,1_3,3,0.65,150,124,1471
i_ktirio,illumination,orb,1_3,3,0.7,215,170,1471
i_ktirio,illumination,orb,1_3,3,0.75,288,214,1471
i_ktirio,illumination,orb,1_3,3,0.8,385,259,1471
i_ktirio,illumination,orb,1_3,3,0.85,535,318,1471
i_ktirio,illumination,orb,1_3,3,0.9,773,379,1471
i_ktirio,illumination,orb,1_3,3,0.95,1209,455,1471
i_ktirio,illumination,orb,1_3,3,0.99,1817,522,1471
i_ktirio,illumination,orb,1_4,4,0.5,9,8,1239
i_ktirio,illumination,orb,1_4,4,0.55,15,13,1239
i_ktirio,illumination,orb,1_4,4,0.6,24,16,1239
i_ktirio,illumination,orb,1_4,4,0.65,45,29,1239
i_ktirio,illumination,orb,1_4,4,0.7,64,39,1239
i_ktirio,illumination,orb,1_4,4,0.75,121,65,1239
i_ktirio,illumination,orb,1_4,4,0.8,193,81,1239
i_ktirio,illumination,orb,1_4,4,0.85,336,100,1239
i_ktirio,illumination,orb,1_4,4,0.9,580,121,1239
i_ktirio,illumination,orb,1_4,4,0.95,1040,145,1239
i_ktirio,illumination,orb,1_4,4,0.99,1783,166,1239
i_ktirio,illumination,orb,1_5,5,0.5,26,24,1354
i_ktirio,illumination,orb,1_5,5,0.55,35,31,1354
i_ktirio,illumination,orb,1_5,5,0.6,54,49,1354
i_ktirio,illumination,orb,1_5,5,0.65,83,69,1354
i_ktirio,illumination,orb,1_5,5,0.7,129,98,1354
i_ktirio,illumination,orb,1_5,5,0.75,187,126,1354
i_ktirio,illumination,orb,1_5,5,0.8,284,162,1354
i_ktirio,illumination,orb,1_5,5,0.85,438,207,1354
i_ktirio,illumination,orb,1_5,5,0.9,699,264,1354
i_ktirio,illumination,orb,1_5,5,0.95,1157,337,1354
i_ktirio,illumination,orb,1_5,5,0.99,1803,376,1354
i_ktirio,illumination,orb,1_6,6,0.5,2,2,1102
i_ktirio,illumination,orb,1_6,6,0.55,7,5,1102
i_ktirio,illumination,orb,1_6,6,0.6,17,11,1102
i_ktirio,illumination,orb,1_6,6,0.65,24,13,1102
i_ktirio,illumination,orb,1_6,6,0.7,38,18,1102
i_ktirio,illumination,orb,1_6,6,0.75,65,22,1102
i_ktirio,illumination,orb,1_6,6,0.8,124,29,1102
i_ktirio,illumination,orb,1_6,6,0.85,255,35,1102
i_ktirio,illumination,orb,1_6,6,0.9,500,45,1102
i_ktirio,illumination,orb,1_6,6,0.95,998,59,1102
i_ktirio,illumination,orb,1_6,6,0.99,1789,76,1102
i_kurhaus,illumination,sift,1_2,2,0.5,2272,2253,5591
i_kurhaus,illumination,sift,1_2,2,0.55,2459,2433,5591
i_kurhaus,illumination,sift,1_2,2,0.6,2639,2600,5591
i_kurhaus,illumination,sift,1_2,2,0.65,2790,2744,5591
i_kurhaus,illumination,sift,1_2,2,0.7,2920,2869,5591
i_kurhaus,illumination,sift,1_2,2,0.75,3081,3000,5591
i_kurhaus,illumination,sift,1_2,2,0.8,3282,3119,5591
i_kurhaus,illumination,sift,1_2,2,0.85,3545,3220,5591
i_kurhaus,illumination,sift,1_2,2,0.9,4124,3328,5591
i_kurhaus,illumination,sift,1_2,2,0.95,5455,3420,5591
i_kurhaus,illumination,sift,1_2,2,0.99,8143,3511,5591
i_kurhaus,illumination,sift,1_3,3,0.5,1308,1289,4986
i_kurhaus,illumination,sift,1_3,3,0.55,1518,1494,4986
i_kurhaus,illumination,sift,1_3,3,0.6,1677,1650,4986
i_kurhaus,illumination,sift,1_3,3,0.65,1837,1802,4986
i_kurhaus,illumination,sift,1_3,3,0.7,1977,1934,4986
i_kurhaus,illumination,sift,1_3,3,0.75,2140,2063,4986
i_kurhaus,illumination,sift,1_3,3,0.8,2349,2193,4986
i_kurhaus,illumination,sift,1_3,3,0.85,2637,2292,4986
i_kurhaus,illumination,sift,1_3,3,0.9,3266,2388,4986
i_kurhaus,illumination,sift,1_3,3,0.95,4833,2484,4986
i_kurhaus,illumination,sift,1_3,3,0.99,7977,2564,4986
i_kurhaus,illumination,sift,1_4,4,0.5,845,837,4547
i_kurhaus,illumination,sift,1_4,4,0.55,1004,994,4547
i_kurhaus,illumination,sift,1_4,4,0.6,1186,1172,4547
i_kurhaus,illumination,sift,1_4,4,0.65,1340,1316,4547
i_kurhaus,illumination,sift,1_4,4,0.7,1489,1451,4547
i_kurhaus,illumination,sift,1_4,4,0.75,1655,1583,4547
i_kurhaus,illumination,sift,1_4,4,0.8,1836,1687,4547
i_kurhaus,illumination,sift,1_4,4,0.85,2129,1790,4547
i_kurhaus,illumination,sift,1_4,4,0.9,2789,1907,4547
i_kurhaus,illumination,sift,1_4,4,0.95,4542,2026,4547
i_kurhaus,illumination,sift,1_4,4,0.99,7889,2105,4547
i_kurhaus,illumination,sift,1_5,5,0.5,500,494,3972
i_kurhaus,illumination,sift,1_5,5,0.55,618,610,3972
i_kurhaus,illumination,sift,1_5,5,0.6,709,698,3972
i_kurhaus,illumination,sift,1_5,5,0.65,828,803,3972
i_kurhaus,illumination,sift,1_5,5,0.7,971,923,3972
i_kurhaus,illumination,sift,1_5,5,0.75,1129,1040,3972
i_kurhaus,illumination,sift,1_5,5,0.8,1324,1149,3972
i_kurhaus,illumination,sift,1_5,5,0.85,1634,1257,3972
i_kurhaus,illumination,sift,1_5,5,0.9,2365,1371,3972
i_kurhaus,illumination,sift,1_5,5,0.95,4140,1454,3972
i_kurhaus,illumination,sift,1_5,5,0.99,7766,1533,3972
i_kurhaus,illumination,sift,1_6,6,0.5,210,208,3539
i_kurhaus,illumination,sift,1_6,6,0.55,272,268,3539
i_kurhaus,illumination,sift,1_6,6,0.6,361,354,3539
i_kurhaus,illumination,sift,1_6,6,0.65,447,436,3539
i_kurhaus,illumination,sift,1_6,6,0.7,555,522,3539
i_kurhaus,illumination,sift,1_6,6,0.75,676,609,3539
i_kurhaus,illumination,sift,1_6,6,0.8,854,709,3539
i_kurhaus,illumination,sift,1_6,6,0.85,1160,793,3539
i_kurhaus,illumination,sift,1_6,6,0.9,1935,903,3539
i_kurhaus,illumination,sift,1_6,6,0.95,3892,996,3539
i_kurhaus,illumination,sift,1_6,6,0.99,7729,1062,3539
i_kurhaus,illumination,orb,1_2,2,0.5,814,810,1661
i_kurhaus,illumination,orb,1_2,2,0.55,880,874,1661
i_kurhaus,illumination,orb,1_2,2,0.6,939,930,1661
i_kurhaus,illumination,orb,1_2,2,0.65,1004,991,1661
i_kurhaus,illumination,orb,1_2,2,0.7,1045,1025,1661
i_kurhaus,illumination,orb,1_2,2,0.75,1103,1074,1661
i_kurhaus,illumination,orb,1_2,2,0.8,1181,1132,1661
i_kurhaus,illumination,orb,1_2,2,0.85,1274,1180,1661
i_kurhaus,illumination,orb,1_2,2,0.9,1395,1240,1661
i_kurhaus,illumination,orb,1_2,2,0.95,1591,1288,1661
i_kurhaus,illumination,orb,1_2,2,0.99,1926,1328,1661
i_kurhaus,illumination,orb,1_3,3,0.5,438,435,1484
i_kurhaus,illumination,orb,1_3,3,0.55,503,495,1484
i_kurhaus,illumination,orb,1_3,3,0.6,569,557,1484
i_kurhaus,illumination,orb,1_3,3,0.65,624,608,1484
i_kurhaus,illumination,orb,1_3,3,0.7,692,671,1484
i_kurhaus,illumination,orb,1_3,3,0.75,764,734,1484
i_kurhaus,illumination,orb,1_3,3,0.8,840,795,1484
i_kurhaus,illumination,orb,1_3,3,0.85,934,855,1484
i_kurhaus,illumination,orb,1_3,3,0.9,1088,910,1484
i_kurhaus,illumination,orb,1_3,3,0.95,1427,986,1484
i_kurhaus,illumination,orb,1_3,3,0.99,1891,1037,1484
i_kurhaus,illumination,orb,1_4,4,0.5,277,273,1426
i_kurhaus,illumination,orb,1_4,4,0.55,346,338,1426
i_kurhaus,illumination,orb,1_4,4,0.6,404,394,1426
i_kurhaus,illumination,orb,1_4,4,0.65,472,458,1426
i_kurhaus,illumination,orb,1_4,4,0.7,538,517,1426
i_kurhaus,illumination,orb,1_4,4,0.75,600,572,1426
i_kurhaus,illumination,orb,1_4,4,0.8,696,635,1426
i_kurhaus,illumination,orb,1_4,4,0.85,818,711,1426
i_kurhaus,illumination,orb,1_4,4,0.9,1003,796,1426
i_kurhaus,illumination,orb,1_4,4,0.95,1333,861,1426
i_kurhaus,illumination,orb,1_4,4,0.99,1866,932,1426
i_kurhaus,illumination,orb,1_5,5,0.5,155,154,1356
i_kurhaus,illumination,orb,1_5,5,0.55,203,199,1356
i_kurhaus,illumination,orb,1_5,5,0.6,250,241,1356
i_kurhaus,illumination,orb,1_5,5,0.65,310,294,1356
i_kurhaus,illumination,orb,1_5,5,0.7,366,346,1356
i_kurhaus,illumination,orb,1_5,5,0.75,434,400,1356
i_kurhaus,illumination,orb,1_5,5,0.8,524,465,1356
i_kurhaus,illumination,orb,1_5,5,0.85,652,545,1356
i_kurhaus,illumination,orb,1_5,5,0.9,834,614,1356
i_kurhaus,illumination,orb,1_5,5,0.95,1207,700,1356
i_kurhaus,illumination,orb,1_5,5,0.99,1813,762,1356
i_kurhaus,illumination,orb,1_6,6,0.5,104,103,1264
i_kurhaus,illumination,orb,1_6,6,0.55,132,130,1264
i_kurhaus,illumination,orb,1_6,6,0.6,179,172,1264
i_kurhaus,illumination,orb,1_6,6,0.65,213,199,1264
i_kurhaus,illumination,orb,1_6,6,0.7,268,249,1264
i_kurhaus,illumination,orb,1_6,6,0.75,338,305,1264
i_kurhaus,illumination,orb,1_6,6,0.8,414,360,1264
i_kurhaus,illumination,orb,1_6,6,0.85,552,428,1264
i_kurhaus,illumination,orb,1_6,6,0.9,757,494,1264
i_kurhaus,illumination,orb,1_6,6,0.95,1155,565,1264
i_kurhaus,illumination,orb,1_6,6,0.99,1822,625,1264
i_leuven,illumination,sift,1_2,2,0.5,539,530,793
i_leuven,illumination,sift,1_2,2,0.55,566,556,793
i_leuven,illumination,sift,1_2,2,0.6,588,575,793
i_leuven,illumination,sift,1_2,2,0.65,616,600,793
i_leuven,illumination,sift,1_2,2,0.7,631,613,793
i_leuven,illumination,sift,1_2,2,0.75,649,624,793
i_leuven,illumination,sift,1_2,2,0.8,672,633,793
i_leuven,illumination,sift,1_2,2,0.85,704,642,793
i_leuven,illumination,sift,1_2,2,0.9,727,644,793
i_leuven,illumination,sift,1_2,2,0.95,800,648,793
i_leuven,illumination,sift,1_2,2,0.99,953,656,793
i_leuven,illumination,sift,1_3,3,0.5,417,409,785
i_leuven,illumination,sift,1_3,3,0.55,454,444,785
i_leuven,illumination,sift,1_3,3,0.6,484,472,785
i_leuven,illumination,sift,1_3,3,0.65,514,498,785
i_leuven,illumination,sift,1_3,3,0.7,544,524,785
i_leuven,illumination,sift,1_3,3,0.75,571,545,785
i_leuven,illumination,sift,1_3,3,0.8,610,569,785
i_leuven,illumination,sift,1_3,3,0.85,642,583,785
i_leuven,illumination,sift,1_3,3,0.9,694,594,785
i_leuven,illumination,sift,1_3,3,0.95,801,598,785
i_leuven,illumination,sift,1_3,3,0.99,951,606,785
i_leuven,illumination,sift,1_4,4,0.5,214,206,672
i_leuven,illumination,sift,1_4,4,0.55,256,244,672
i_leuven,illumination,sift,1_4,4,0.6,296,281,672
i_leuven,illumination,sift,1_4,4,0.65,334,313,672
