sequence,seq_type,method,pair,baseline_idx,ratio,num_matches,num_correct,num_ground_truth
i_steps,illumination,orb,1_4,4,0.55,295,287,1714
i_steps,illumination,orb,1_4,4,0.6,394,383,1714
i_steps,illumination,orb,1_4,4,0.65,485,467,1714
i_steps,illumination,orb,1_4,4,0.7,589,563,1714
i_steps,illumination,orb,1_4,4,0.75,701,658,1714
i_steps,illumination,orb,1_4,4,0.8,838,770,1714
i_steps,illumination,orb,1_4,4,0.85,1010,886,1714
i_steps,illumination,orb,1_4,4,0.9,1203,999,1714
i_steps,illumination,orb,1_4,4,0.95,1500,1107,1714
i_steps,illumination,orb,1_4,4,0.99,1897,1215,1714
i_steps,illumination,orb,1_5,5,0.5,5,5,424
i_steps,illumination,orb,1_5,5,0.55,10,9,424
i_steps,illumination,orb,1_5,5,0.6,18,13,424
i_steps,illumination,orb,1_5,5,0.65,36,22,424
i_steps,illumination,orb,1_5,5,0.7,47,27,424
i_steps,illumination,orb,1_5,5,0.75,71,34,424
i_steps,illumination,orb,1_5,5,0.8,138,48,424
i_steps,illumination,orb,1_5,5,0.85,234,63,424
i_steps,illumination,orb,1_5,5,0.9,438,85,424
i_steps,illumination,orb,1_5,5,0.95,943,119,424
i_steps,illumination,orb,1_5,5,0.99,1769,142,424
i_steps,illumination,orb,1_6,6,0.5,36,32,1103
i_steps,illumination,orb,1_6,6,0.55,56,52,1103
i_steps,illumination,orb,1_6,6,0.6,88,83,1103
i_steps,illumination,orb,1_6,6,0.65,134,116,1103
i_steps,illumination,orb,1_6,6,0.7,177,150,1103
i_steps,illumination,orb,1_6,6,0.75,237,189,1103
i_steps,illumination,orb,1_6,6,0.8,319,230,1103
i_steps,illumination,orb,1_6,6,0.85,445,292,1103
i_steps,illumination,orb,1_6,6,0.9,666,354,1103
i_steps,illumination,orb,1_6,6,0.95,1101,430,1103
i_steps,illumination,orb,1_6,6,0.99,1770,505,1103
i_table,illumination,sift,1_2,2,0.5,562,534,4069
i_table,illumination,sift,1_2,2,0.55,702,666,4069
i_table,illumination,sift,1_2,2,0.6,852,803,4069
i_table,illumination,sift,1_2,2,0.65,1021,945,4069
i_table,illumination,sift,1_2,2,0.7,1158,1048,4069
i_table,illumination,sift,1_2,2,0.75,1333,1161,4069
i_table,illumination,sift,1_2,2,0.8,1574,1300,4069
i_table,illumination,sift,1_2,2,0.85,1951,1422,4069
i_table,illumination,sift,1_2,2,0.9,2604,1531,4069
i_table,illumination,sift,1_2,2,0.95,4120,1646,4069
i_table,illumination,sift,1_2,2,0.99,6543,1732,4069
i_table,illumination,sift,1_3,3,0.5,407,392,3859
i_table,illumination,sift,1_3,3,0.55,509,489,3859
i_table,illumination,sift,1_3,3,0.6,600,569,3859
i_table,illumination,sift,1_3,3,0.65,711,662,3859
i_table,illumination,sift,1_3,3,0.7,846,768,3859
i_table,illumination,sift,1_3,3,0.75,983,863,3859
i_table,illumination,sift,1_3,3,0.8,1180,978,3859
i_table,illumination,sift,1_3,3,0.85,1538,1074,3859
i_table,illumination,sift,1_3,3,0.9,2190,1149,3859
i_table,illumination,sift,1_3,3,0.95,3740,1252,3859
i_table,illumination,sift,1_3,3,0.99,6422,1326,3859
i_table,illumination,sift,1_4,4,0.5,244,241,3433
i_table,illumination,sift,1_4,4,0.55,274,268,3433
i_table,illumination,sift,1_4,4,0.6,316,305,3433
i_table,illumination,sift,1_4,4,0.65,364,341,3433
i_table,illumination,sift,1_4,4,0.7,410,369,3433
i_table,illumination,sift,1_4,4,0.75,505,417,3433
i_table,illumination,sift,1_4,4,0.8,651,470,3433
i_table,illumination,sift,1_4,4,0.85,947,517,3433
i_table,illumination,sift,1_4,4,0.9,1614,585,3433
i_table,illumination,sift,1_4,4,0.95,3181,669,3433
i_table,illumination,sift,1_4,4,0.99,6257,722,3433
i_table,illumination,sift,1_5,5,0.5,255,251,3275
i_table,illumination,sift,1_5,5,0.55,306,300,3275
i_table,illumination,sift,1_5,5,0.6,363,349,3275
i_table,illumination,sift,1_5,5,0.65,419,397,3275
i_table,illumination,sift,1_5,5,0.7,499,451,3275
i_table,illumination,sift,1_5,5,0.75,597,502,3275
i_table,illumination,sift,1_5,5,0.8,775,571,3275
i_table,illumination,sift,1_5,5,0.85,1054,627,3275
i_table,illumination,sift,1_5,5,0.9,1734,690,3275
i_table,illumination,sift,1_5,5,0.95,3403,759,3275
i_table,illumination,sift,1_5,5,0.99,6321,811,3275
i_table,illumination,sift,1_6,6,0.5,1498,1468,4700
i_table,illumination,sift,1_6,6,0.55,1696,1656,4700
i_table,illumination,sift,1_6,6,0.6,1881,1831,4700
i_table,illumination,sift,1_6,6,0.65,2071,2007,4700
i_table,illumination,sift,1_6,6,0.7,2243,2149,4700
i_table,illumination,sift,1_6,6,0.75,2439,2303,4700
i_table,illumination,sift,1_6,6,0.8,2685,2454,4700
i_table,illumination,sift,1_6,6,0.85,2993,2581,4700
i_table,illumination,sift,1_6,6,0.9,3585,2710,4700
i_table,illumination,sift,1_6,6,0.95,4722,2816,4700
i_table,illumination,sift,1_6,6,0.99,6705,2907,4700
i_table,illumination,orb,1_2,2,0.5,39,39,1111
i_table,illumination,orb,1_2,2,0.55,65,63,1111
i_table,illumination,orb,1_2,2,0.6,90,87,1111
i_table,illumination,orb,1_2,2,0.65,128,121,1111
i_table,illumination,orb,1_2,2,0.7,181,161,1111
i_table,illumination,orb,1_2,2,0.75,238,198,1111
i_table,illumination,orb,1_2,2,0.8,313,239,1111
i_table,illumination,orb,1_2,2,0.85,446,298,1111
i_table,illumination,orb,1_2,2,0.9,659,347,1111
i_table,illumination,orb,1_2,2,0.95,1098,428,1111
i_table,illumination,orb,1_2,2,0.99,1841,498,1111
i_table,illumination,orb,1_3,3,0.5,14,14,917
i_table,illumination,orb,1_3,3,0.55,22,19,917
i_table,illumination,orb,1_3,3,0.6,28,24,917
i_table,illumination,orb,1_3,3,0.65,38,33,917
i_table,illumination,orb,1_3,3,0.7,53,45,917
i_table,illumination,orb,1_3,3,0.75,84,63,917
i_table,illumination,orb,1_3,3,0.8,133,86,917
i_table,illumination,orb,1_3,3,0.85,245,112,917
i_table,illumination,orb,1_3,3,0.9,473,153,917
i_table,illumination,orb,1_3,3,0.95,928,186,917
i_table,illumination,orb,1_3,3,0.99,1763,226,917
i_table,illumination,orb,1_4,4,0.5,7,7,715
i_table,illumination,orb,1_4,4,0.55,12,12,715
i_table,illumination,orb,1_4,4,0.6,20,19,715
i_table,illumination,orb,1_4,4,0.65,24,23,715
i_table,illumination,orb,1_4,4,0.7,35,32,715
i_table,illumination,orb,1_4,4,0.75,58,47,715
i_table,illumination,orb,1_4,4,0.8,93,60,715
i_table,illumination,orb,1_4,4,0.85,186,73,715
i_table,illumination,orb,1_4,4,0.9,405,96,715
i_table,illumination,orb,1_4,4,0.95,912,126,715
i_table,illumination,orb,1_4,4,0.99,1788,149,715
i_table,illumination,orb,1_5,5,0.5,9,9,654
i_table,illumination,orb,1_5,5,0.55,9,9,654
i_table,illumination,orb,1_5,5,0.6,15,15,654
i_table,illumination,orb,1_5,5,0.65,20,19,654
i_table,illumination,orb,1_5,5,0.7,35,32,654
i_table,illumination,orb,1_5,5,0.75,53,41,654
i_table,illumination,orb,1_5,5,0.8,93,56,654
i_table,illumination,orb,1_5,5,0.85,174,66,654
i_table,illumination,orb,1_5,5,0.9,396,82,654
i_table,illumination,orb,1_5,5,0.95,895,107,654
i_table,illumination,orb,1_5,5,0.99,1791,131,654
i_table,illumination,orb,1_6,6,0.5,148,146,1405
i_table,illumination,orb,1_6,6,0.55,199,192,1405
i_table,illumination,orb,1_6,6,0.6,243,233,1405
i_table,illumination,orb,1_6,6,0.65,296,283,1405
i_table,illumination,orb,1_6,6,0.7,344,327,1405
i_table,illumination,orb,1_6,6,0.75,430,392,1405
i_table,illumination,orb,1_6,6,0.8,525,468,1405
i_table,illumination,orb,1_6,6,0.85,646,529,1405
i_table,illumination,orb,1_6,6,0.9,857,594,1405
i_table,illumination,orb,1_6,6,0.95,1252,674,1405
i_table,illumination,orb,1_6,6,0.99,1838,733,1405
i_tools,illumination,sift,1_2,2,0.5,25,22,744
i_tools,illumination,sift,1_2,2,0.55,34,27,744
i_tools,illumination,sift,1_2,2,0.6,48,30,744
i_tools,illumination,sift,1_2,2,0.65,70,35,744
i_tools,illumination,sift,1_2,2,0.7,106,39,744
i_tools,illumination,sift,1_2,2,0.75,173,48,744
i_tools,illumination,sift,1_2,2,0.8,265,55,744
i_tools,illumination,sift,1_2,2,0.85,455,69,744
i_tools,illumination,sift,1_2,2,0.9,797,78,744
i_tools,illumination,sift,1_2,2,0.95,1474,87,744
i_tools,illumination,sift,1_2,2,0.99,2464,93,744
i_tools,illumination,sift,1_3,3,0.5,51,38,648
i_tools,illumination,sift,1_3,3,0.55,75,47,648
i_tools,illumination,sift,1_3,3,0.6,100,59,648
i_tools,illumination,sift,1_3,3,0.65,138,72,648
i_tools,illumination,sift,1_3,3,0.7,191,78,648
i_tools,illumination,sift,1_3,3,0.75,277,88,648
i_tools,illumination,sift,1_3,3,0.8,396,96,648
i_tools,illumination,sift,1_3,3,0.85,598,104,648
i_tools,illumination,sift,1_3,3,0.9,942,116,648
i_tools,illumination,sift,1_3,3,0.95,1541,128,648
i_tools,illumination,sift,1_3,3,0.99,2444,141,648
i_tools,illumination,sift,1_4,4,0.5,50,26,697
i_tools,illumination,sift,1_4,4,0.55,67,30,697
i_tools,illumination,sift,1_4,4,0.6,96,37,697
i_tools,illumination,sift,1_4,4,0.65,122,40,697
i_tools,illumination,sift,1_4,4,0.7,176,45,697
i_tools,illumination,sift,1_4,4,0.75,244,50,697
i_tools,illumination,sift,1_4,4,0.8,360,55,697
i_tools,illumination,sift,1_4,4,0.85,554,61,697
i_tools,illumination,sift,1_4,4,0.9,882,65,697
i_tools,illumination,sift,1_4,4,0.95,1495,73,697
i_tools,illumination,sift,1_4,4,0.99,2435,79,697
i_tools,illumination,sift,1_5,5,0.5,285,98,876
i_tools,illumination,sift,1_5,5,0.55,316,105,876
i_tools,illumination,sift,1_5,5,0.6,358,118,876
i_tools,illumination,sift,1_5,5,0.65,407,129,876
i_tools,illumination,sift,1_5,5,0.7,479,142,876
i_tools,illumination,sift,1_5,5,0.75,561,151,876
i_tools,illumination,sift,1_5,5,0.8,682,161,876
i_tools,illumination,sift,1_5,5,0.85,844,170,876
i_tools,illumination,sift,1_5,5,0.9,1175,182,876
i_tools,illumination,sift,1_5,5,0.95,1726,196,876
i_tools,illumination,sift,1_5,5,0.99,2473,210,876
i_tools,illumination,sift,1_6,6,0.5,48,0,674
i_tools,illumination,sift,1_6,6,0.55,57,0,674
i_tools,illumination,sift,1_6,6,0.6,72,0,674
i_tools,illumination,sift,1_6,6,0.65,97,0,674
i_tools,illumination,sift,1_6,6,0.7,138,0,674
i_tools,illumination,sift,1_6,6,0.75,191,0,674
i_tools,illumination,sift,1_6,6,0.8,305,1,674
i_tools,illumination,sift,1_6,6,0.85,500,2,674
i_tools,illumination,sift,1_6,6,0.9,837,3,674
i_tools,illumination,sift,1_6,6,0.95,1473,6,674
i_tools,illumination,sift,1_6,6,0.99,2407,8,674
i_tools,illumination,orb,1_2,2,0.5,1,1,1040
i_tools,illumination,orb,1_2,2,0.55,2,2,1040
i_tools,illumination,orb,1_2,2,0.6,3,3,1040
i_tools,illumination,orb,1_2,2,0.65,12,6,1040
i_tools,illumination,orb,1_2,2,0.7,23,10,1040
i_tools,illumination,orb,1_2,2,0.75,33,13,1040
i_tools,illumination,orb,1_2,2,0.8,66,21,1040
i_tools,illumination,orb,1_2,2,0.85,146,30,1040
i_tools,illumination,orb,1_2,2,0.9,361,43,1040
i_tools,illumination,orb,1_2,2,0.95,856,59,1040
i_tools,illumination,orb,1_2,2,0.99,1766,78,1040
i_tools,illumination,orb,1_3,3,0.5,8,8,332
i_tools,illumination,orb,1_3,3,0.55,12,12,332
i_tools,illumination,orb,1_3,3,0.6,17,15,332
i_tools,illumination,orb,1_3,3,0.65,24,20,332
i_tools,illumination,orb,1_3,3,0.7,34,21,332
i_tools,illumination,orb,1_3,3,0.75,45,24,332
i_tools,illumination,orb,1_3,3,0.8,72,27,332
i_tools,illumination,orb,1_3,3,0.85,142,35,332
i_tools,illumination,orb,1_3,3,0.9,314,42,332
i_tools,illumination,orb,1_3,3,0.95,815,49,332
i_tools,illumination,orb,1_3,3,0.99,1760,54,332
i_tools,illumination,orb,1_4,4,0.5,2,1,429
i_tools,illumination,orb,1_4,4,0.55,4,3,429
i_tools,illumination,orb,1_4,4,0.6,4,3,429
i_tools,illumination,orb,1_4,4,0.65,4,3,429
i_tools,illumination,orb,1_4,4,0.7,10,3,429
i_tools,illumination,orb,1_4,4,0.75,18,4,429
i_tools,illumination,orb,1_4,4,0.8,36,5,429
i_tools,illumination,orb,1_4,4,0.85,111,9,429
i_tools,illumination,orb,1_4,4,0.9,317,13,429
i_tools,illumination,orb,1_4,4,0.95,791,23,429
i_tools,illumination,orb,1_4,4,0.99,1750,26,429
i_tools,illumination,orb,1_5,5,0.5,162,89,1125
i_tools,illumination,orb,1_5,5,0.55,220,112,1125
i_tools,illumination,orb,1_5,5,0.6,260,136,1125
i_tools,illumination,orb,1_5,5,0.65,306,162,1125
i_tools,illumination,orb,1_5,5,0.7,369,184,1125
i_tools,illumination,orb,1_5,5,0.75,431,210,1125
i_tools,illumination,orb,1_5,5,0.8,515,239,1125
i_tools,illumination,orb,1_5,5,0.85,643,262,1125
i_tools,illumination,orb,1_5,5,0.9,860,306,1125
i_tools,illumination,orb,1_5,5,0.95,1239,332,1125
i_tools,illumination,orb,1_5,5,0.99,1855,346,1125
i_tools,illumination,orb,1_6,6,0.5,6,0,688
i_tools,illumination,orb,1_6,6,0.55,9,0,688
i_tools,illumination,orb,1_6,6,0.6,14,0,688
i_tools,illumination,orb,1_6,6,0.65,21,0,688
i_tools,illumination,orb,1_6,6,0.7,26,0,688
i_tools,illumination,orb,1_6,6,0.75,47,0,688
i_tools,illumination,orb,1_6,6,0.8,79,2,688
i_tools,illumination,orb,1_6,6,0.85,159,4,688
i_tools,illumination,orb,1_6,6,0.9,334,4,688
i_tools,illumination,orb,1_6,6,0.95,797,6,688
i_tools,illumination,orb,1_6,6,0.99,1744,8,688
i_toy,illumination,sift,1_2,2,0.5,472,462,898
i_toy,illumination,sift,1_2,2,0.55,529,519,898
i_toy,illumination,sift,1_2,2,0.6,572,561,898
i_toy,illumination,sift,1_2,2,0.65,612,599,898
i_toy,illumination,sift,1_2,2,0.7,643,628,898
i_toy,illumination,sift,1_2,2,0.75,670,653,898
i_toy,illumination,sift,1_2,2,0.8,693,670,898
i_toy,illumination,sift,1_2,2,0.85,726,684,898
i_toy,illumination,sift,1_2,2,0.9,771,700,898
i_toy,illumination,sift,1_2,2,0.95,871,707,898
i_toy,illumination,sift,1_2,2,0.99,1099,713,898
i_toy,illumination,sift,1_3,3,0.5,267,260,868
i_toy,illumination,sift,1_3,3,0.55,329,316,868
i_toy,illumination,sift,1_3,3,0.6,379,366,868
i_toy,illumination,sift,1_3,3,0.65,428,413,868
i_toy,illumination,sift,1_3,3,0.7,478,460,868
i_toy,illumination,sift,1_3,3,0.75,509,485,868
i_toy,illumination,sift,1_3,3,0.8,555,527,868
i_toy,illumination,sift,1_3,3,0.85,598,554,868
i_toy,illumination,sift,1_3,3,0.9,680,587,868
i_toy,illumination,sift,1_3,3,0.95,824,604,868
i_toy,illumination,sift,1_3,3,0.99,1067,618,868
i_toy,illumination,sift,1_4,4,0.5,109,103,775
i_toy,illumination,sift,1_4,4,0.55,137,129,775
i_toy,illumination,sift,1_4,4,0.6,176,168,775
i_toy,illumination,sift,1_4,4,0.65,223,214,775
i_toy,illumination,sift,1_4,4,0.7,252,240,775
i_toy,illumination,sift,1_4,4,0.75,296,279,775
i_toy,illumination,sift,1_4,4,0.8,349,322,775
i_toy,illumination,sift,1_4,4,0.85,396,354,775
i_toy,illumination,sift,1_4,4,0.9,491,389,775
i_toy,illumination,sift,1_4,4,0.95,667,409,775
i_toy,illumination,sift,1_4,4,0.99,1028,426,775
i_toy,illumination,sift,1_5,5,0.5,24,23,743
i_toy,illumination,sift,1_5,5,0.55,37,36,743
i_toy,illumination,sift,1_5,5,0.6,55,54,743
i_toy,illumination,sift,1_5,5,0.65,78,76,743
i_toy,illumination,sift,1_5,5,0.7,113,109,743
i_toy,illumination,sift,1_5,5,0.75,143,136,743
i_toy,illumination,sift,1_5,5,0.8,176,160,743
i_toy,illumination,sift,1_5,5,0.85,239,197,743
i_toy,illumination,sift,1_5,5,0.9,355,227,743
i_toy,illumination,sift,1_5,5,0.95,593,257,743
i_toy,illumination,sift,1_5,5,0.99,1010,274,743
i_toy,illumination,sift,1_6,6,0.5,0,0,594
i_toy,illumination,sift,1_6,6,0.55,1,1,594
i_toy,illumination,sift,1_6,6,0.6,4,4,594
i_toy,illumination,sift,1_6,6,0.65,11,11,594
i_toy,illumination,sift,1_6,6,0.7,20,20,594
i_toy,illumination,sift,1_6,6,0.75,36,33,594
i_toy,illumination,sift,1_6,6,0.8,71,58,594
i_toy,illumination,sift,1_6,6,0.85,111,73,594
i_toy,illumination,sift,1_6,6,0.9,229,100,594
i_toy,illumination,sift,1_6,6,0.95,500,123,594
i_toy,illumination,sift,1_6,6,0.99,991,153,594
i_toy,illumination,orb,1_2,2,0.5,728,725,1754
i_toy,illumination,orb,1_2,2,0.55,853,848,1754
i_toy,illumination,orb,1_2,2,0.6,950,937,1754
i_toy,illumination,orb,1_2,2,0.65,1030,1012,1754
i_toy,illumination,orb,1_2,2,0.7,1094,1069,1754
i_toy,illumination,orb,1_2,2,0.75,1161,1130,1754
i_toy,illumination,orb,1_2,2,0.8,1246,1200,1754
i_toy,illumination,orb,1_2,2,0.85,1337,1271,1754
i_toy,illumination,orb,1_2,2,0.9,1468,1336,1754
i_toy,illumination,orb,1_2,2,0.95,1645,1400,1754
i_toy,illumination,orb,1_2,2,0.99,1844,1438,1754
i_toy,illumination,orb,1_3,3,0.5,281,281,1682
i_toy,illumination,orb,1_3,3,0.55,373,372,1682
i_toy,illumination,orb,1_3,3,0.6,476,474,1682
i_toy,illumination,orb,1_3,3,0.65,581,575,1682
i_toy,illumination,orb,1_3,3,0.7,662,648,1682
i_toy,illumination,orb,1_3,3,0.75,750,729,1682
i_toy,illumination,orb,1_3,3,0.8,859,819,1682
i_toy,illumination,orb,1_3,3,0.85,994,909,1682
i_toy,illumination,orb,1_3,3,0.9,1166,1009,1682
i_toy,illumination,orb,1_3,3,0.95,1411,1104,1682
i_toy,illumination,orb,1_3,3,0.99,1786,1191,1682
i_toy,illumination,orb,1_4,4,0.5,96,95,1591
i_toy,illumination,orb,1_4,4,0.55,142,140,1591
i_toy,illumination,orb,1_4,4,0.6,203,198,1591
i_toy,illumination,orb,1_4,4,0.65,287,280,1591
i_toy,illumination,orb,1_4,4,0.7,363,354,1591
i_toy,illumination,orb,1_4,4,0.75,440,428,1591
i_toy,illumination,orb,1_4,4,0.8,544,508,1591
i_toy,illumination,orb,1_4,4,0.85,679,596,1591
i_toy,illumination,orb,1_4,4,0.9,867,695,1591
i_toy,illumination,orb,1_4,4,0.95,1188,773,1591
i_toy,illumination,orb,1_4,4,0.99,1749,885,1591
i_toy,illumination,orb,1_5,5,0.5,16,16,1536
i_toy,illumination,orb,1_5,5,0.55,40,40,1536
i_toy,illumination,orb,1_5,5,0.6,59,58,1536
i_toy,illumination,orb,1_5,5,0.65,93,92,1536
i_toy,illumination,orb,1_5,5,0.7,131,128,1536
i_toy,illumination,orb,1_5,5,0.75,188,173,1536
i_toy,illumination,orb,1_5,5,0.8,249,223,1536
i_toy,illumination,orb,1_5,5,0.85,364,289,1536
i_toy,illumination,orb,1_5,5,0.9,572,363,1536
i_toy,illumination,orb,1_5,5,0.95,999,443,1536
i_toy,illumination,orb,1_5,5,0.99,1743,522,1536
i_toy,illumination,orb,1_6,6,0.5,2,2,1417
i_toy,illumination,orb,1_6,6,0.55,4,4,1417
i_toy,illumination,orb,1_6,6,0.6,9,9,1417
i_toy,illumination,orb,1_6,6,0.65,19,18,1417
i_toy,illumination,orb,1_6,6,0.7,29,26,1417
i_toy,illumination,orb,1_6,6,0.75,41,35,1417
i_toy,illumination,orb,1_6,6,0.8,71,52,1417
i_toy,illumination,orb,1_6,6,0.85,140,66,1417
i_toy,illumination,orb,1_6,6,0.9,334,103,1417
i_toy,illumination,orb,1_6,6,0.95,796,151,1417
i_toy,illumination,orb,1_6,6,0.99,1636,201,1417
i_troulos,illumination,sift,1_2,2,0.5,49,42,236
i_troulos,illumination,sift,1_2,2,0.55,63,54,236
i_troulos,illumination,sift,1_2,2,0.6,69,60,236
i_troulos,illumination,sift,1_2,2,0.65,83,69,236
i_troulos,illumination,sift,1_2,2,0.7,104,81,236
i_troulos,illumination,sift,1_2,2,0.75,126,92,236
i_troulos,illumination,sift,1_2,2,0.8,158,100,236
i_troulos,illumination,sift,1_2,2,0.85,203,104,236
i_troulos,illumination,sift,1_2,2,0.9,281,112,236
i_troulos,illumination,sift,1_2,2,0.95,446,124,236
i_troulos,illumination,sift,1_2,2,0.99,631,131,236
i_troulos,illumination,sift,1_3,3,0.5,25,0,193
i_troulos,illumination,sift,1_3,3,0.55,37,0,193
i_troulos,illumination,sift,1_3,3,0.6,52,3,193
i_troulos,illumination,sift,1_3,3,0.65,63,3,193
i_troulos,illumination,sift,1_3,3,0.7,81,5,193
i_troulos,illumination,sift,1_3,3,0.75,96,5,193
i_troulos,illumination,sift,1_3,3,0.8,125,6,193
i_troulos,illumination,sift,1_3,3,0.85,182,7,193
i_troulos,illumination,sift,1_3,3,0.9,267,7,193
i_troulos,illumination,sift,1_3,3,0.95,410,8,193
i_troulos,illumination,sift,1_3,3,0.99,641,12,193
i_troulos,illumination,sift,1_4,4,0.5,119,114,493
i_troulos,illumination,sift,1_4,4,0.55,152,143,493
i_troulos,illumination,sift,1_4,4,0.6,181,169,493
i_troulos,illumination,sift,1_4,4,0.65,221,202,493
i_troulos,illumination,sift,1_4,4,0.7,258,233,493
i_troulos,illumination,sift,1_4,4,0.75,290,252,493
i_troulos,illumination,sift,1_4,4,0.8,326,271,493
i_troulos,illumination,sift,1_4,4,0.85,374,293,493
i_troulos,illumination,sift,1_4,4,0.9,436,307,493
i_troulos,illumination,sift,1_4,4,0.95,531,318,493
i_troulos,illumination,sift,1_4,4,0.99,667,332,493
i_troulos,illumination,sift,1_5,5,0.5,25,24,413
i_troulos,illumination,sift,1_5,5,0.55,39,35,413
i_troulos,illumination,sift,1_5,5,0.6,48,40,413
i_troulos,illumination,sift,1_5,5,0.65,61,47,413
i_troulos,illumination,sift,1_5,5,0.7,81,60,413
i_troulos,illumination,sift,1_5,5,0.75,102,71,413
i_troulos,illumination,sift,1_5,5,0.8,132,83,413
i_troulos,illumination,sift,1_5,5,0.85,194,101,413
i_troulos,illumination,sift,1_5,5,0.9,279,114,413
i_troulos,illumination,sift,1_5,5,0.95,445,131,413
i_troulos,illumination,sift,1_5,5,0.99,630,138,413
i_troulos,illumination,sift,1_6,6,0.5,56,50,390
i_troulos,illumination,sift,1_6,6,0.55,80,71,390
i_troulos,illumination,sift,1_6,6,0.6,101,87,390
i_troulos,illumination,sift,1_6,6,0.65,117,98,390
i_troulos,illumination,sift,1_6,6,0.7,139,112,390
i_troulos,illumination,sift,1_6,6,0.75,171,126,390
i_troulos,illumination,sift,1_6,6,0.8,214,145,390
i_troulos,illumination,sift,1_6,6,0.85,277,165,390
i_troulos,illumination,sift,1_6,6,0.9,359,175,390
i_troulos,illumination,sift,1_6,6,0.95,483,185,390
i_troulos,illumination,sift,1_6,6,0.99,661,194,390
i_troulos,illumination,orb,1_2,2,0.5,50,50,891
i_troulos,illumination,orb,1_2,2,0.55,74,74,891
i_troulos,illumination,orb,1_2,2,0.6,95,94,891
i_troulos,illumination,orb,1_2,2,0.65,111,105,891
i_troulos,illumination,orb,1_2,2,0.7,141,132,891
i_troulos,illumination,orb,1_2,2,0.75,182,160,891
i_troulos,illumination,orb,1_2,2,0.8,243,203,891
i_troulos,illumination,orb,1_2,2,0.85,334,250,891
i_troulos,illumination,orb,1_2,2,0.9,483,298,891
i_troulos,illumination,orb,1_2,2,0.95,817,362,891
i_troulos,illumination,orb,1_2,2,0.99,1409,422,891
i_troulos,illumination,orb,1_3,3,0.5,10,1,780
i_troulos,illumination,orb,1_3,3,0.55,24,4,780
i_troulos,illumination,orb,1_3,3,0.6,30,6,780
i_troulos,illumination,orb,1_3,3,0.65,52,8,780
i_troulos,illumination,orb,1_3,3,0.7,84,14,780
i_troulos,illumination,orb,1_3,3,0.75,126,26,780
i_troulos,illumination,orb,1_3,3,0.8,179,38,780
i_troulos,illumination,orb,1_3,3,0.85,272,56,780
i_troulos,illumination,orb,1_3,3,0.9,452,67,780
i_troulos,illumination,orb,1_3,3,0.95,809,92,780
i_troulos,illumination,orb,1_3,3,0.99,1391,117,780
i_troulos,illumination,orb,1_4,4,0.5,86,86,1351
i_troulos,illumination,orb,1_4,4,0.55,128,127,1351
i_troulos,illumination,orb,1_4,4,0.6,173,170,1351
i_troulos,illumination,orb,1_4,4,0.65,240,234,1351
i_troulos,illumination,orb,1_4,4,0.7,295,288,1351
i_troulos,illumination,orb,1_4,4,0.75,363,346,1351
i_troulos,illumination,orb,1_4,4,0.8,466,433,1351
i_troulos,illumination,orb,1_4,4,0.85,581,528,1351
i_troulos,illumination,orb,1_4,4,0.9,745,622,1351
i_troulos,illumination,orb,1_4,4,0.95,1047,752,1351
i_troulos,illumination,orb,1_4,4,0.99,1426,848,1351
i_troulos,illumination,orb,1_5,5,0.5,4,4,861
i_troulos,illumination,orb,1_5,5,0.55,8,8,861
i_troulos,illumination,orb,1_5,5,0.6,14,13,861
i_troulos,illumination,orb,1_5,5,0.65,18,17,861
i_troulos,illumination,orb,1_5,5,0.7,31,29,861
i_troulos,illumination,orb,1_5,5,0.75,48,37,861
i_troulos,illumination,orb,1_5,5,0.8,84,54,861
i_troulos,illumination,orb,1_5,5,0.85,170,80,861
i_troulos,illumination,orb,1_5,5,0.9,344,119,861
i_troulos,illumination,orb,1_5,5,0.95,717,158,861
i_troulos,illumination,orb,1_5,5,0.99,1387,204,861
i_troulos,illumination,orb,1_6,6,0.5,17,17,1158
i_troulos,illumination,orb,1_6,6,0.55,40,40,1158
i_troulos,illumination,orb,1_6,6,0.6,49,49,1158
i_troulos,illumination,orb,1_6,6,0.65,79,78,1158
i_troulos,illumination,orb,1_6,6,0.7,130,122,1158
i_troulos,illumination,orb,1_6,6,0.75,185,167,1158
i_troulos,illumination,orb,1_6,6,0.8,273,237,1158
i_troulos,illumination,orb,1_6,6,0.85,388,305,1158
i_troulos,illumination,orb,1_6,6,0.9,592,390,1158
i_troulos,illumination,orb,1_6,6,0.95,905,479,1158
i_troulos,illumination,orb,1_6,6,0.99,1408,582,1158
i_veggies,illumination,sift,1_2,2,0.5,843,835,1753
i_veggies,illumination,sift,1_2,2,0.55,954,941,1753
i_veggies,illumination,sift,1_2,2,0.6,1049,1029,1753
i_veggies,illumination,sift,1_2,2,0.65,1129,1104,1753
i_veggies,illumination,sift,1_2,2,0.7,1207,1178,1753
i_veggies,illumination,sift,1_2,2,0.75,1276,1236,1753
i_veggies,illumination,sift,1_2,2,0.8,1354,1290,1753
i_veggies,illumination,sift,1_2,2,0.85,1433,1325,1753
i_veggies,illumination,sift,1_2,2,0.9,1571,1358,1753
i_veggies,illumination,sift,1_2,2,0.95,1843,1388,1753
i_veggies,illumination,sift,1_2,2,0.99,2328,1406,1753
i_veggies,illumination,sift,1_3,3,0.5,162,157,1346
i_veggies,illumination,sift,1_3,3,0.55,226,218,1346
