sequence,seq_type,method,pair,baseline_idx,num_kp1,num_kp2,num_matches,time_sec,correct_at_1px,num_ground_truth_at_1px,precision_at_1px,recall_at_1px,correct_at_2px,num_ground_truth_at_2px,precision_at_2px,recall_at_2px,correct_at_3px,num_ground_truth_at_3px,precision_at_3px,recall_at_3px,correct_at_5px,num_ground_truth_at_5px,precision_at_5px,recall_at_5px,correct_at_10px,num_ground_truth_at_10px,precision_at_10px,recall_at_10px
i_fog,illumination,orb,1_5,5,1819,1322,93,0.17548341751098634,75,142,0.8064516129032258,0.528169014084507,85,186,0.9139784946236559,0.45698924731182794,87,208,0.9354838709677419,0.4182692307692308,87,229,0.9354838709677419,0.3799126637554585,87,285,0.9354838709677419,0.30526315789473685
i_fog,illumination,orb,1_6,6,1819,1268,79,0.17548341751098634,58,112,0.7341772151898734,0.5178571428571429,73,156,0.9240506329113924,0.46794871794871795,73,175,0.9240506329113924,0.41714285714285715,73,200,0.9240506329113924,0.365,74,266,0.9367088607594937,0.2781954887218045
i_fruits,illumination,sift,1_2,2,522,557,408,0.07396445274353028,373,431,0.9142156862745098,0.8654292343387471,391,450,0.9583333333333334,0.8688888888888889,394,457,0.9656862745098039,0.862144420131291,396,473,0.9705882352941176,0.8372093023255814,397,505,0.9730392156862745,0.7861386138613862
i_fruits,illumination,sift,1_3,3,522,533,343,0.07396445274353028,301,380,0.8775510204081632,0.7921052631578948,328,415,0.956268221574344,0.7903614457831325,331,421,0.9650145772594753,0.7862232779097387,334,442,0.9737609329446064,0.755656108597285,335,494,0.9766763848396501,0.6781376518218624
i_fruits,illumination,sift,1_4,4,522,529,330,0.07396445274353028,287,361,0.8696969696969697,0.7950138504155124,309,394,0.9363636363636364,0.7842639593908629,316,403,0.9575757575757575,0.7841191066997518,319,424,0.9666666666666667,0.7523584905660378,320,490,0.9696969696969697,0.6530612244897959
i_fruits,illumination,sift,1_5,5,522,610,314,0.07396445274353028,259,354,0.8248407643312102,0.731638418079096,280,398,0.89171974522293,0.7035175879396985,286,410,0.910828025477707,0.697560975609756,291,432,0.9267515923566879,0.6736111111111112,293,502,0.9331210191082803,0.5836653386454184
i_fruits,illumination,sift,1_6,6,522,594,347,0.07396445274353028,281,360,0.8097982708933718,0.7805555555555556,316,407,0.9106628242074928,0.7764127764127764,319,414,0.9193083573487032,0.7705314009661836,325,440,0.9365994236311239,0.7386363636363636,328,504,0.9452449567723343,0.6507936507936508
i_fruits,illumination,orb,1_2,2,1167,1200,779,0.12581486701965333,689,981,0.8844672657252889,0.7023445463812437,742,1102,0.9525032092426188,0.6733212341197822,758,1117,0.9730423620025674,0.6786034019695614,762,1135,0.9781771501925546,0.6713656387665198,764,1152,0.9807445442875481,0.6631944444444444
i_fruits,illumination,orb,1_3,3,1167,1153,543,0.12581486701965333,449,939,0.8268876611418048,0.47816826411075614,493,1051,0.9079189686924494,0.46907706945765937,514,1100,0.9465930018416207,0.4672727272727273,520,1124,0.9576427255985267,0.4626334519572954,522,1147,0.9613259668508287,0.45510026155187444
i_fruits,illumination,orb,1_4,4,1167,1278,482,0.12581486701965333,389,944,0.8070539419087137,0.4120762711864407,440,1072,0.9128630705394191,0.41044776119402987,458,1113,0.950207468879668,0.4115004492362983,459,1132,0.9522821576763485,0.40547703180212014,462,1158,0.9585062240663901,0.39896373056994816
i_fruits,illumination,orb,1_5,5,1167,1488,392,0.12581486701965333,282,944,0.7193877551020408,0.298728813559322,338,1079,0.8622448979591837,0.3132530120481928,366,1117,0.9336734693877551,0.3276633840644584,368,1134,0.9387755102040817,0.32451499118165783,371,1158,0.9464285714285714,0.32037996545768566
i_fruits,illumination,orb,1_6,6,1167,1487,486,0.12581486701965333,362,954,0.7448559670781894,0.37945492662473795,431,1089,0.8868312757201646,0.3957759412304867,456,1130,0.9382716049382716,0.40353982300884955,460,1150,0.9465020576131687,0.4,461,1157,0.948559670781893,0.39844425237683667
i_gonnenberg,illumination,sift,1_2,2,1340,1418,603,0.17524404525756837,542,656,0.8988391376451078,0.8262195121951219,573,716,0.9502487562189055,0.8002793296089385,579,780,0.9601990049751243,0.7423076923076923,580,977,0.9618573797678275,0.593654042988741,585,1251,0.9701492537313433,0.4676258992805755
i_gonnenberg,illumination,sift,1_3,3,1340,1392,536,0.17524404525756837,486,615,0.9067164179104478,0.7902439024390244,511,679,0.9533582089552238,0.7525773195876289,519,765,0.9682835820895522,0.6784313725490196,521,999,0.9720149253731343,0.5215215215215215,521,1263,0.9720149253731343,0.41250989707046715
i_gonnenberg,illumination,sift,1_4,4,1340,1353,400,0.17524404525756837,344,503,0.86,0.68389662027833,372,590,0.93,0.6305084745762712,381,674,0.9525,0.5652818991097923,381,912,0.9525,0.41776315789473684,386,1234,0.965,0.31280388978930307
i_gonnenberg,illumination,sift,1_5,5,1340,1164,408,0.17524404525756837,350,469,0.8578431372549019,0.746268656716418,378,541,0.9264705882352942,0.6987060998151571,387,620,0.9485294117647058,0.6241935483870967,391,898,0.9583333333333334,0.4354120267260579,393,1222,0.9632352941176471,0.32160392798690673
i_gonnenberg,illumination,sift,1_6,6,1340,1292,481,0.17524404525756837,417,527,0.8669438669438669,0.7912713472485768,452,615,0.9397089397089398,0.734959349593496,457,687,0.9501039501039501,0.6652110625909753,460,920,0.9563409563409564,0.5,465,1216,0.9667359667359667,0.3824013157894737
i_gonnenberg,illumination,orb,1_2,2,1977,1988,956,0.24488720893859864,804,1316,0.8410041841004184,0.6109422492401215,887,1529,0.9278242677824268,0.5801177240026161,927,1641,0.9696652719665272,0.5648994515539305,945,1752,0.9884937238493724,0.5393835616438356,952,1852,0.99581589958159,0.5140388768898488
i_gonnenberg,illumination,orb,1_3,3,1977,1983,843,0.24488720893859864,716,1375,0.8493475682087782,0.5207272727272727,789,1601,0.9359430604982206,0.4928169893816365,820,1732,0.9727164887307236,0.47344110854503463,831,1825,0.9857651245551602,0.45534246575342463,839,1920,0.9952550415183867,0.43697916666666664
i_gonnenberg,illumination,orb,1_4,4,1977,1985,618,0.24488720893859864,466,1170,0.7540453074433657,0.39829059829059826,551,1431,0.8915857605177994,0.38504542278127185,589,1545,0.9530744336569579,0.3812297734627832,606,1666,0.9805825242718447,0.3637454981992797,612,1778,0.9902912621359223,0.344206974128234
i_gonnenberg,illumination,orb,1_5,5,1977,1950,824,0.24488720893859864,695,1336,0.8434466019417476,0.5202095808383234,767,1555,0.9308252427184466,0.4932475884244373,801,1649,0.9720873786407767,0.48574893875075803,816,1762,0.9902912621359223,0.46311010215664017,820,1879,0.9951456310679612,0.43640234167110165
i_gonnenberg,illumination,orb,1_6,6,1977,1972,950,0.24488720893859864,798,1295,0.84,0.6162162162162163,889,1551,0.9357894736842105,0.5731785944551901,932,1660,0.9810526315789474,0.5614457831325301,945,1770,0.9947368421052631,0.5338983050847458,947,1889,0.9968421052631579,0.5013234515616728
i_greenhouse,illumination,sift,1_2,2,2714,2363,316,0.459747314453125,260,658,0.8227848101265823,0.3951367781155015,283,877,0.8955696202531646,0.322690992018244,286,1069,0.9050632911392406,0.2675397567820393,287,1665,0.9082278481012658,0.17237237237237238,290,2386,0.9177215189873418,0.12154233025984912
i_greenhouse,illumination,sift,1_3,3,2714,2971,339,0.459747314453125,276,712,0.8141592920353983,0.38764044943820225,307,1002,0.9056047197640118,0.3063872255489022,313,1238,0.9233038348082596,0.252827140549273,317,1844,0.9351032448377581,0.17190889370932755,317,2612,0.9351032448377581,0.12136294027565084
i_greenhouse,illumination,sift,1_4,4,2714,3017,267,0.459747314453125,195,606,0.7303370786516854,0.3217821782178218,228,928,0.8539325842696629,0.24568965517241378,235,1161,0.8801498127340824,0.20241171403962102,239,1804,0.8951310861423221,0.13248337028824833,239,2572,0.8951310861423221,0.09292379471228616
i_greenhouse,illumination,sift,1_5,5,2714,3272,225,0.459747314453125,139,537,0.6177777777777778,0.25884543761638734,195,934,0.8666666666666667,0.20877944325481798,197,1206,0.8755555555555555,0.16334991708126037,197,1829,0.8755555555555555,0.10770913067249863,200,2612,0.8888888888888888,0.07656967840735068
i_greenhouse,illumination,sift,1_6,6,2714,3359,167,0.459747314453125,88,383,0.5269461077844312,0.2297650130548303,132,766,0.7904191616766467,0.17232375979112272,140,1082,0.8383233532934131,0.12939001848428835,143,1750,0.8562874251497006,0.08171428571428571,145,2576,0.8682634730538922,0.0562888198757764
i_greenhouse,illumination,orb,1_2,2,2000,2000,119,0.23214287757873536,88,720,0.7394957983193278,0.12222222222222222,103,1022,0.865546218487395,0.10078277886497064,106,1235,0.8907563025210085,0.08582995951417004,111,1480,0.9327731092436975,0.075,112,1754,0.9411764705882353,0.06385404789053592
i_greenhouse,illumination,orb,1_3,3,2000,2000,138,0.23214287757873536,77,776,0.5579710144927537,0.09922680412371133,103,1175,0.7463768115942029,0.0876595744680851,118,1430,0.855072463768116,0.08251748251748252,123,1739,0.8913043478260869,0.07073030477285797,130,1915,0.9420289855072463,0.06788511749347259
i_greenhouse,illumination,orb,1_4,4,2000,2000,89,0.23214287757873536,44,702,0.4943820224719101,0.06267806267806268,65,1115,0.7303370786516854,0.05829596412556054,80,1381,0.898876404494382,0.05792903692976104,83,1680,0.9325842696629213,0.0494047619047619,83,1887,0.9325842696629213,0.04398516163222046
i_greenhouse,illumination,orb,1_5,5,2000,2000,65,0.23214287757873536,19,595,0.2923076923076923,0.031932773109243695,44,1014,0.676923076923077,0.04339250493096647,51,1290,0.7846153846153846,0.03953488372093023,53,1613,0.8153846153846154,0.0328580285182889,54,1938,0.8307692307692308,0.02786377708978328
i_greenhouse,illumination,orb,1_6,6,2000,2000,32,0.23214287757873536,12,443,0.375,0.02708803611738149,18,848,0.5625,0.02122641509433962,24,1107,0.75,0.02168021680216802,24,1454,0.75,0.016506189821182942,26,1824,0.8125,0.01425438596491228
i_greentea,illumination,sift,1_2,2,4204,3278,1735,0.8819222927093506,1667,2107,0.960806916426513,0.791172282866635,1676,2168,0.9659942363112392,0.7730627306273062,1681,2306,0.9688760806916427,0.7289679098005204,1681,2789,0.9688760806916427,0.6027249910362137,1686,3104,0.9717579250720461,0.5431701030927835
i_greentea,illumination,sift,1_3,3,4204,4977,2461,0.8819222927093506,2376,3070,0.9654611946363267,0.7739413680781759,2399,3187,0.9748069890288501,0.7527455287103859,2416,3392,0.9817147501015847,0.7122641509433962,2419,3904,0.982933766761479,0.6196209016393442,2422,4138,0.9841527834213735,0.5853069115514742
i_greentea,illumination,sift,1_4,4,4204,4786,2506,0.8819222927093506,2426,3058,0.9680766161213089,0.7933289731850883,2452,3174,0.9784517158818835,0.7725267800882167,2468,3381,0.9848363926576217,0.7299615498373262,2473,3890,0.9868316041500399,0.63573264781491,2478,4136,0.9888268156424581,0.5991295938104448
i_greentea,illumination,sift,1_5,5,4204,3893,2244,0.8819222927093506,2162,2733,0.9634581105169341,0.7910720819612148,2193,2845,0.9772727272727273,0.7708260105448155,2199,3061,0.9799465240641712,0.7183926821300228,2203,3842,0.981729055258467,0.5733992712129099,2210,4111,0.9848484848484849,0.5375820968134274
i_greentea,illumination,sift,1_6,6,4204,2605,1311,0.8819222927093506,1221,1667,0.931350114416476,0.7324535092981403,1245,1743,0.9496567505720824,0.7142857142857143,1250,1916,0.9534706331045004,0.6524008350730689,1251,2760,0.954233409610984,0.4532608695652174,1259,3522,0.9603356216628528,0.3574673480976718
i_greentea,illumination,orb,1_2,2,2000,2000,480,0.24745264053344726,438,1061,0.9125,0.412818096135721,456,1191,0.95,0.38287153652392947,463,1288,0.9645833333333333,0.359472049689441,470,1381,0.9791666666666666,0.3403330919623461,473,1550,0.9854166666666667,0.30516129032258066
i_greentea,illumination,orb,1_3,3,2000,2000,667,0.24745264053344726,592,1258,0.8875562218890555,0.47058823529411764,621,1415,0.9310344827586207,0.43886925795053006,633,1497,0.9490254872563718,0.4228456913827655,643,1597,0.9640179910044977,0.4026299311208516,655,1715,0.9820089955022488,0.3819241982507289
i_greentea,illumination,orb,1_4,4,2000,2000,736,0.24745264053344726,651,1275,0.8845108695652174,0.5105882352941177,684,1428,0.9293478260869565,0.4789915966386555,707,1496,0.9605978260869565,0.47259358288770054,718,1595,0.9755434782608695,0.45015673981191223,727,1715,0.9877717391304348,0.4239067055393586
i_greentea,illumination,orb,1_5,5,2000,2000,701,0.24745264053344726,625,1195,0.891583452211127,0.5230125523012552,659,1363,0.9400855920114123,0.483492296404989,675,1439,0.9629101283880172,0.46907574704656013,687,1538,0.9800285306704708,0.4466840052015605,691,1716,0.985734664764622,0.4026806526806527
i_greentea,illumination,orb,1_6,6,2000,2000,274,0.24745264053344726,220,824,0.8029197080291971,0.2669902912621359,238,992,0.8686131386861314,0.2399193548387097,251,1111,0.916058394160584,0.22592259225922592,261,1258,0.9525547445255474,0.20747217806041335,263,1438,0.9598540145985401,0.18289290681502085
i_indiana,illumination,sift,1_2,2,5664,7153,564,2.071288251876831,449,1464,0.7960992907801419,0.30669398907103823,504,2126,0.8936170212765957,0.23706491063029161,514,2698,0.9113475177304965,0.1905114899925871,522,4017,0.925531914893617,0.1299477221807319,527,5063,0.9343971631205674,0.10408848508789255
i_indiana,illumination,sift,1_3,3,5664,8400,375,2.071288251876831,267,1335,0.712,0.2,313,2034,0.8346666666666667,0.15388397246804325,327,2660,0.872,0.12293233082706767,333,4056,0.888,0.08210059171597633,336,5273,0.896,0.06372084202541248
i_indiana,illumination,sift,1_4,4,5664,8901,222,2.071288251876831,144,1074,0.6486486486486487,0.1340782122905028,169,1857,0.7612612612612613,0.09100700053850296,176,2507,0.7927927927927928,0.0702034303948943,180,3942,0.8108108108108109,0.045662100456621,184,5272,0.8288288288288288,0.03490136570561457
i_indiana,illumination,sift,1_5,5,5664,9220,176,2.071288251876831,100,982,0.5681818181818182,0.10183299389002037,127,1808,0.7215909090909091,0.0702433628318584,129,2479,0.7329545454545454,0.05203711173860428,132,3868,0.75,0.03412616339193381,133,5256,0.7556818181818182,0.02530441400304414
i_indiana,illumination,sift,1_6,6,5664,9382,112,2.071288251876831,70,934,0.625,0.07494646680942184,84,1737,0.75,0.04835924006908463,86,2450,0.7678571428571429,0.03510204081632653,87,3921,0.7767857142857143,0.02218821729150727,87,5279,0.7767857142857143,0.016480394014017807
i_indiana,illumination,orb,1_2,2,2000,2000,255,0.242141056060791,165,916,0.6470588235294118,0.18013100436681223,207,1206,0.8117647058823529,0.17164179104477612,230,1361,0.9019607843137255,0.16899338721528287,238,1555,0.9333333333333333,0.15305466237942122,240,1762,0.9411764705882353,0.1362088535754824
i_indiana,illumination,orb,1_3,3,2000,2000,135,0.242141056060791,74,795,0.5481481481481482,0.0930817610062893,100,1103,0.7407407407407407,0.09066183136899365,115,1293,0.8518518518518519,0.08894044856921887,121,1479,0.8962962962962963,0.08181203515889114,123,1726,0.9111111111111111,0.0712630359212051
i_indiana,illumination,orb,1_4,4,2000,2000,48,0.242141056060791,29,554,0.6041666666666666,0.052346570397111915,34,853,0.7083333333333334,0.03985932004689332,35,1055,0.7291666666666666,0.03317535545023697,36,1256,0.75,0.028662420382165606,37,1577,0.7708333333333334,0.023462270133164237
i_indiana,illumination,orb,1_5,5,2000,2000,28,0.242141056060791,17,471,0.6071428571428571,0.036093418259023353,19,722,0.6785714285714286,0.02631578947368421,19,916,0.6785714285714286,0.02074235807860262,19,1129,0.6785714285714286,0.01682905225863596,19,1483,0.6785714285714286,0.012811867835468645
i_indiana,illumination,orb,1_6,6,2000,2000,30,0.242141056060791,8,391,0.26666666666666666,0.020460358056265986,9,644,0.3,0.013975155279503106,9,836,0.3,0.01076555023923445,11,1108,0.36666666666666664,0.009927797833935019,11,1445,0.36666666666666664,0.007612456747404845
i_kions,illumination,sift,1_2,2,2070,2726,162,0.2792359352111816,33,222,0.2037037037037037,0.14864864864864866,106,746,0.654320987654321,0.14209115281501342,113,999,0.6975308641975309,0.11311311311311312,114,1468,0.7037037037037037,0.0776566757493188,114,1936,0.7037037037037037,0.058884297520661155
i_kions,illumination,sift,1_3,3,2070,2059,170,0.2792359352111816,69,477,0.40588235294117647,0.14465408805031446,83,730,0.48823529411764705,0.1136986301369863,88,959,0.5176470588235295,0.09176225234619395,89,1398,0.5235294117647059,0.06366237482117311,94,1862,0.5529411764705883,0.050483351235230935
i_kions,illumination,sift,1_4,4,2070,997,75,0.2792359352111816,5,114,0.06666666666666667,0.043859649122807015,13,293,0.17333333333333334,0.04436860068259386,22,444,0.29333333333333333,0.04954954954954955,25,725,0.3333333333333333,0.034482758620689655,27,1230,0.36,0.02195121951219512
i_kions,illumination,sift,1_5,5,2070,837,64,0.2792359352111816,7,86,0.109375,0.08139534883720931,14,249,0.21875,0.05622489959839357,24,386,0.375,0.06217616580310881,26,646,0.40625,0.04024767801857585,28,1151,0.4375,0.02432667245873154
i_kions,illumination,sift,1_6,6,2070,2614,111,0.2792359352111816,59,521,0.5315315315315315,0.11324376199616124,61,770,0.5495495495495496,0.07922077922077922,61,1010,0.5495495495495496,0.060396039603960394,61,1485,0.5495495495495496,0.04107744107744108,61,1935,0.5495495495495496,0.03152454780361757
i_kions,illumination,orb,1_2,2,2000,2000,94,0.22679781913757324,11,482,0.11702127659574468,0.022821576763485476,36,946,0.3829787234042553,0.03805496828752643,51,1156,0.5425531914893617,0.04411764705882353,56,1348,0.5957446808510638,0.04154302670623145,58,1608,0.6170212765957447,0.036069651741293535
i_kions,illumination,orb,1_3,3,2000,2000,95,0.22679781913757324,29,808,0.30526315789473685,0.03589108910891089,45,1188,0.47368421052631576,0.03787878787878788,47,1394,0.49473684210526314,0.03371592539454806,51,1577,0.5368421052631579,0.032339885859226376,51,1783,0.5368421052631579,0.02860347728547392
i_kions,illumination,orb,1_4,4,2000,1938,74,0.22679781913757324,22,667,0.2972972972972973,0.03298350824587706,35,1120,0.47297297297297297,0.03125,39,1367,0.527027027027027,0.02852962692026335,41,1637,0.5540540540540541,0.02504581551618815,46,1890,0.6216216216216216,0.02433862433862434
i_kions,illumination,orb,1_5,5,2000,1931,81,0.22679781913757324,12,564,0.14814814814814814,0.02127659574468085,37,1101,0.4567901234567901,0.03360581289736603,46,1377,0.5679012345679012,0.03340595497458242,51,1646,0.6296296296296297,0.030984204131227218,51,1888,0.6296296296296297,0.02701271186440678
i_kions,illumination,orb,1_6,6,2000,2000,82,0.22679781913757324,39,866,0.47560975609756095,0.04503464203233257,46,1174,0.5609756097560976,0.039182282793867124,47,1343,0.573170731707317,0.034996276991809384,47,1542,0.573170731707317,0.0304798962386511,50,1765,0.6097560975609756,0.028328611898016998
i_ktirio,illumination,sift,1_2,2,1838,1860,1027,0.22547478675842286,864,1159,0.8412852969814996,0.7454702329594478,886,1227,0.8627069133398247,0.7220863895680522,891,1307,0.8675754625121713,0.6817138485080336,892,1590,0.8685491723466408,0.5610062893081761,897,1775,0.8734177215189873,0.5053521126760563
i_ktirio,illumination,sift,1_3,3,1838,1669,262,0.22547478675842286,125,558,0.4770992366412214,0.22401433691756273,145,724,0.5534351145038168,0.20027624309392264,152,908,0.5801526717557252,0.16740088105726872,159,1311,0.6068702290076335,0.12128146453089245,161,1660,0.6145038167938931,0.09698795180722891
i_ktirio,illumination,sift,1_4,4,1838,1367,119,0.22547478675842286,46,367,0.3865546218487395,0.12534059945504086,48,506,0.40336134453781514,0.09486166007905138,48,667,0.40336134453781514,0.07196401799100449,51,1035,0.42857142857142855,0.04927536231884058,52,1500,0.4369747899159664,0.034666666666666665
i_ktirio,illumination,sift,1_5,5,1838,1627,193,0.22547478675842286,88,510,0.45595854922279794,0.17254901960784313,108,686,0.5595854922279793,0.15743440233236153,114,888,0.5906735751295337,0.12837837837837837,119,1292,0.616580310880829,0.09210526315789473,121,1676,0.6269430051813472,0.07219570405727924
i_ktirio,illumination,sift,1_6,6,1838,1319,124,0.22547478675842286,28,275,0.22580645161290322,0.10181818181818182,31,409,0.25,0.07579462102689487,32,596,0.25806451612903225,0.053691275167785234,32,1009,0.25806451612903225,0.031714568880079286,32,1474,0.25806451612903225,0.021709633649932156
i_ktirio,illumination,orb,1_2,2,1988,1984,1544,0.23368983268737792,1414,1755,0.9158031088082902,0.8056980056980056,1470,1897,0.9520725388601037,0.7749077490774908,1495,1944,0.9682642487046632,0.7690329218106996,1503,1971,0.9734455958549223,0.7625570776255708,1506,1985,0.9753886010362695,0.7586901763224181
i_ktirio,illumination,orb,1_3,3,1988,1971,288,0.23368983268737792,160,953,0.5555555555555556,0.16789087093389296,197,1284,0.6840277777777778,0.15342679127725856,214,1471,0.7430555555555556,0.14547926580557444,223,1624,0.7743055555555556,0.1373152709359606,225,1814,0.78125,0.12403528114663727
i_ktirio,illumination,orb,1_4,4,1988,1922,121,0.23368983268737792,53,711,0.4380165289256198,0.07454289732770746,61,1030,0.5041322314049587,0.059223300970873784,65,1239,0.5371900826446281,0.052461662631154156,69,1498,0.5702479338842975,0.04606141522029372,71,1730,0.5867768595041323,0.041040462427745665
i_ktirio,illumination,orb,1_5,5,1988,1991,187,0.23368983268737792,92,860,0.4919786096256685,0.10697674418604651,112,1172,0.5989304812834224,0.09556313993174062,126,1354,0.6737967914438503,0.0930576070901034,132,1514,0.7058823529411765,0.08718626155878467,136,1748,0.7272727272727273,0.07780320366132723
i_ktirio,illumination,orb,1_6,6,1988,1959,65,0.23368983268737792,13,550,0.2,0.023636363636363636,19,869,0.2923076923076923,0.02186421173762946,22,1102,0.3384615384615385,0.019963702359346643,24,1360,0.36923076923076925,0.01764705882352941,25,1647,0.38461538461538464,0.015179113539769277
i_kurhaus,illumination,sift,1_2,2,9261,9232,3081,3.368744421005249,2894,4368,0.9393054203180785,0.6625457875457875,2980,4948,0.9672184355728659,0.6022635408245756,3000,5591,0.9737098344693281,0.5365766410302272,3023,7407,0.9811749432002597,0.40812744700958553,3030,8929,0.9834469328140214,0.3393437115018479
i_kurhaus,illumination,sift,1_3,3,9261,9068,2140,3.368744421005249,1961,3490,0.9163551401869159,0.5618911174785101,2044,4196,0.9551401869158879,0.4871306005719733,2063,4986,0.9640186915887851,0.4137585238668271,2079,7045,0.9714953271028037,0.2951029098651526,2089,8834,0.9761682242990655,0.23647271904007244
i_kurhaus,illumination,sift,1_4,4,9261,9067,1655,3.368744421005249,1488,2977,0.8990936555891239,0.4998320456835741,1567,3727,0.9468277945619336,0.4204453984437886,1583,4547,0.9564954682779456,0.34814163184517266,1591,6594,0.9613293051359516,0.2412799514710343,1604,8652,0.9691842900302114,0.18539066111881647
i_kurhaus,illumination,sift,1_5,5,9261,8589,1129,3.368744421005249,959,2391,0.8494242692648362,0.4010874111250523,1030,3160,0.912311780336581,0.3259493670886076,1040,3972,0.9211691762621789,0.2618328298086606,1045,6056,0.9255978742249779,0.172556142668428,1059,8299,0.9379982285208148,0.12760573563079888
i_kurhaus,illumination,sift,1_6,6,9261,8310,676,3.368744421005249,547,1859,0.8091715976331361,0.2942442173211404,603,2678,0.8920118343195266,0.2251680358476475,609,3539,0.900887573964497,0.17208250918338514,614,5609,0.908284023668639,0.1094669281511856,619,8229,0.915680473372781,0.0752217766435776
i_kurhaus,illumination,orb,1_2,2,2000,2000,1103,0.26081695556640627,985,1381,0.8930190389845875,0.7132512671976828,1047,1569,0.9492293744333635,0.6673040152963671,1074,1661,0.9737080689029919,0.6465984346779049,1087,1807,0.985494106980961,0.6015495296070835,1095,1919,0.9927470534904805,0.5706096925482022
i_kurhaus,illumination,orb,1_3,3,2000,2000,764,0.26081695556640627,634,1131,0.8298429319371727,0.5605658709106985,703,1373,0.9201570680628273,0.5120174799708667,734,1484,0.9607329842931938,0.4946091644204852,746,1646,0.9764397905759162,0.4532199270959903,754,1863,0.9869109947643979,0.404723564143854
i_kurhaus,illumination,orb,1_4,4,2000,2000,600,0.26081695556640627,474,1068,0.79,0.4438202247191011,541,1307,0.9016666666666666,0.4139250191277735,572,1426,0.9533333333333334,0.4011220196353436,587,1568,0.9783333333333334,0.37436224489795916,591,1774,0.985,0.33314543404735064
i_kurhaus,illumination,orb,1_5,5,2000,2000,434,0.26081695556640627,301,944,0.6935483870967742,0.3188559322033898,372,1215,0.8571428571428571,0.30617283950617286,400,1356,0.9216589861751152,0.2949852507374631,413,1525,0.9516129032258065,0.27081967213114755,420,1713,0.967741935483871,0.24518388791593695
i_kurhaus,illumination,orb,1_6,6,2000,2000,338,0.26081695556640627,230,824,0.6804733727810651,0.279126213592233,284,1116,0.8402366863905325,0.25448028673835127,305,1264,0.9023668639053254,0.2412974683544304,323,1431,0.9556213017751479,0.22571628232005592,327,1665,0.9674556213017751,0.1963963963963964
i_leuven,illumination,sift,1_2,2,997,1727,649,0.2247222900390625,455,541,0.7010785824345146,0.8410351201478743,608,751,0.9368258859784283,0.8095872170439414,624,793,0.9614791987673343,0.7868852459016393,628,878,0.9676425269645609,0.715261958997722,630,962,0.9707241910631741,0.6548856548856549
i_leuven,illumination,sift,1_3,3,997,2447,571,0.2247222900390625,330,437,0.5779334500875657,0.7551487414187643,495,694,0.8669001751313485,0.7132564841498559,545,785,0.9544658493870403,0.6942675159235668,550,889,0.9632224168126094,0.6186726659167604,554,966,0.9702276707530648,0.5734989648033126
i_leuven,illumination,sift,1_4,4,997,3017,405,0.2247222900390625,160,274,0.3950617283950617,0.583941605839416,343,556,0.8469135802469135,0.6169064748201439,364,672,0.8987654320987655,0.5416666666666666,375,799,0.9259259259259259,0.4693366708385482,380,944,0.9382716049382716,0.4025423728813559
i_leuven,illumination,sift,1_5,5,997,3299,215,0.2247222900390625,105,234,0.4883720930232558,0.44871794871794873,180,419,0.8372093023255814,0.4295942720763723,187,505,0.8697674418604651,0.3702970297029703,187,627,0.8697674418604651,0.2982456140350877,190,786,0.8837209302325582,0.24173027989821882
i_leuven,illumination,sift,1_6,6,997,3290,80,0.2247222900390625,6,47,0.075,0.1276595744680851,21,176,0.2625,0.11931818181818182,36,323,0.45,0.11145510835913312,41,467,0.5125,0.08779443254817987,50,668,0.625,0.0748502994011976
i_leuven,illumination,orb,1_2,2,1799,2000,1103,0.22578673362731932,670,1210,0.6074342701722575,0.5537190082644629,989,1583,0.8966455122393472,0.6247631080227416,1070,1675,0.970081595648232,0.6388059701492538,1094,1729,0.9918404351767905,0.6327356853672643,1098,1769,0.9954669084315503,0.6206896551724138
i_leuven,illumination,orb,1_3,3,1799,2000,928,0.22578673362731932,327,903,0.35237068965517243,0.36212624584717606,762,1480,0.8211206896551724,0.5148648648648648,881,1610,0.9493534482758621,0.5472049689440994,912,1691,0.9827586206896551,0.5393258426966292,919,1751,0.990301724137931,0.5248429468874929
i_leuven,illumination,orb,1_4,4,1799,2000,529,0.22578673362731932,153,709,0.2892249527410208,0.2157968970380818,403,1162,0.7618147448015122,0.346815834767642,482,1293,0.9111531190926276,0.3727764887857695,507,1437,0.9584120982986768,0.35281837160751567,521,1586,0.9848771266540642,0.32849936948297603
i_leuven,illumination,orb,1_5,5,1799,2000,229,0.22578673362731932,84,426,0.36681222707423583,0.19718309859154928,172,678,0.7510917030567685,0.2536873156342183,198,782,0.8646288209606987,0.2531969309462916,210,941,0.9170305676855895,0.22316684378320936,217,1194,0.9475982532751092,0.18174204355108878
i_leuven,illumination,orb,1_6,6,1799,2000,81,0.22578673362731932,13,140,0.16049382716049382,0.09285714285714286,35,293,0.43209876543209874,0.11945392491467577,41,370,0.5061728395061729,0.11081081081081082,56,511,0.691358024691358,0.1095890410958904,66,770,0.8148148148148148,0.08571428571428572
i_lionday,illumination,sift,1_2,2,1355,865,78,0.15876736640930175,11,45,0.14102564102564102,0.24444444444444444,30,307,0.38461538461538464,0.09771986970684039,41,404,0.5256410256410257,0.10148514851485149,45,591,0.5769230769230769,0.07614213197969544,52,886,0.6666666666666666,0.05869074492099323
