sequence,seq_type,method,pair,baseline_idx,num_kp1,num_kp2,num_matches,time_sec,correct_at_1px,num_ground_truth_at_1px,precision_at_1px,recall_at_1px,correct_at_2px,num_ground_truth_at_2px,precision_at_2px,recall_at_2px,correct_at_3px,num_ground_truth_at_3px,precision_at_3px,recall_at_3px,correct_at_5px,num_ground_truth_at_5px,precision_at_5px,recall_at_5px,correct_at_10px,num_ground_truth_at_10px,precision_at_10px,recall_at_10px
i_bologna,illumination,sift,1_4,4,264,909,82,0.0568997859954834,70,125,0.8536585365853658,0.56,75,152,0.9146341463414634,0.4934210526315789,78,173,0.9512195121951219,0.4508670520231214,78,216,0.9512195121951219,0.3611111111111111,78,258,0.9512195121951219,0.3023255813953488
i_bologna,illumination,sift,1_5,5,264,1174,71,0.0568997859954834,58,122,0.8169014084507042,0.47540983606557374,62,157,0.8732394366197183,0.39490445859872614,64,176,0.9014084507042254,0.36363636363636365,65,229,0.9154929577464789,0.2838427947598253,65,261,0.9154929577464789,0.24904214559386972
i_bologna,illumination,sift,1_6,6,264,1214,47,0.0568997859954834,41,116,0.8723404255319149,0.35344827586206895,42,146,0.8936170212765957,0.2876712328767123,44,163,0.9361702127659575,0.26993865030674846,44,217,0.9361702127659575,0.20276497695852536,44,261,0.9361702127659575,0.1685823754789272
i_bologna,illumination,orb,1_2,2,1035,1719,201,0.12149457931518555,133,604,0.6616915422885572,0.22019867549668873,175,724,0.8706467661691543,0.24171270718232044,185,777,0.9203980099502488,0.23809523809523808,189,826,0.9402985074626866,0.2288135593220339,192,891,0.9552238805970149,0.21548821548821548
i_bologna,illumination,orb,1_3,3,1035,1870,104,0.12149457931518555,70,519,0.6730769230769231,0.1348747591522158,87,660,0.8365384615384616,0.1318181818181818,95,724,0.9134615384615384,0.13121546961325967,97,795,0.9326923076923077,0.1220125786163522,97,858,0.9326923076923077,0.11305361305361306
i_bologna,illumination,orb,1_4,4,1035,1908,117,0.12149457931518555,80,532,0.6837606837606838,0.15037593984962405,99,678,0.8461538461538461,0.14601769911504425,104,745,0.8888888888888888,0.1395973154362416,108,816,0.9230769230769231,0.1323529411764706,109,891,0.9316239316239316,0.122334455667789
i_bologna,illumination,orb,1_5,5,1035,1934,101,0.12149457931518555,59,493,0.5841584158415841,0.11967545638945233,85,639,0.8415841584158416,0.13302034428794993,94,716,0.9306930693069307,0.13128491620111732,97,836,0.9603960396039604,0.11602870813397129,97,907,0.9603960396039604,0.10694597574421169
i_bologna,illumination,orb,1_6,6,1035,1922,95,0.12149457931518555,60,485,0.631578947368421,0.12371134020618557,82,648,0.8631578947368421,0.12654320987654322,89,717,0.9368421052631579,0.12412831241283125,91,854,0.9578947368421052,0.10655737704918032,91,940,0.9578947368421052,0.09680851063829787
i_books,illumination,sift,1_2,2,972,504,326,0.1526130199432373,272,339,0.8343558282208589,0.8023598820058997,278,356,0.852760736196319,0.7808988764044944,280,370,0.8588957055214724,0.7567567567567568,280,435,0.8588957055214724,0.6436781609195402,283,518,0.8680981595092024,0.5463320463320464
i_books,illumination,sift,1_3,3,972,1774,522,0.1526130199432373,465,661,0.8908045977011494,0.7034795763993948,476,689,0.9118773946360154,0.690856313497823,476,724,0.9118773946360154,0.6574585635359116,478,826,0.9157088122605364,0.5786924939467313,481,899,0.921455938697318,0.5350389321468298
i_books,illumination,sift,1_4,4,972,1584,549,0.1526130199432373,475,637,0.8652094717668488,0.7456828885400314,483,664,0.8797814207650273,0.7274096385542169,486,691,0.8852459016393442,0.703328509406657,487,799,0.8870673952641166,0.609511889862328,490,876,0.8925318761384335,0.5593607305936074
i_books,illumination,sift,1_5,5,972,1343,593,0.1526130199432373,526,676,0.8870151770657673,0.7781065088757396,534,702,0.9005059021922428,0.7606837606837606,539,728,0.9089376053962901,0.7403846153846154,541,811,0.9123102866779089,0.6670776818742293,545,865,0.9190556492411467,0.630057803468208
i_books,illumination,sift,1_6,6,972,707,506,0.1526130199432373,409,503,0.808300395256917,0.8131212723658051,411,516,0.8122529644268774,0.7965116279069767,414,552,0.8181818181818182,0.75,414,651,0.8181818181818182,0.6359447004608295,417,742,0.8241106719367589,0.5619946091644205
i_books,illumination,orb,1_2,2,1961,1846,946,0.2445460319519043,852,1361,0.9006342494714588,0.6260102865540044,891,1496,0.9418604651162791,0.5955882352941176,913,1553,0.9651162790697675,0.587894397939472,923,1610,0.9756871035940803,0.5732919254658385,928,1696,0.9809725158562368,0.5471698113207547
i_books,illumination,orb,1_3,3,1961,2000,499,0.2445460319519043,409,974,0.8196392785571143,0.419917864476386,433,1150,0.8677354709418837,0.3765217391304348,448,1289,0.8977955911823647,0.3475562451512801,459,1450,0.9198396793587175,0.31655172413793103,460,1536,0.9218436873747495,0.2994791666666667
i_books,illumination,orb,1_4,4,1961,2000,661,0.2445460319519043,568,1153,0.859304084720121,0.49262792714657416,593,1324,0.897125567322239,0.4478851963746224,609,1420,0.9213313161875946,0.4288732394366197,621,1548,0.9394856278366112,0.4011627906976744,629,1647,0.9515885022692889,0.381906496660595
